subscription_id,account_id,trial_start_date,conversion_date,plan_name,monthly_recurring_revenue,cancel_date,status
S05782,A05782,2025-09-28,2025-10-09,Pro,99,,active
S05783,A05783,2024-10-27,,Trial Only,0,,trial_expired
S05784,A05784,2025-07-10,2025-07-14,Starter,49,,active
S05785,A05785,2024-06-06,2024-06-18,Pro,99,2026-03-15,cancelled
S05786,A05786,2025-04-13,2025-04-29,Pro,99,2026-03-04,cancelled
S05787,A05787,2025-07-19,2025-07-27,Pro,99,,active
S05788,A05788,2025-06-05,,Trial Only,0,,trial_expired
S05789,A05789,2025-06-03,2025-06-10,Starter,49,2025-12-08,cancelled
S05790,A05790,2024-10-25,,Trial Only,0,,trial_expired
S05791,A05791,2025-06-08,2025-06-24,Pro,99,2025-07-04,cancelled
S05792,A05792,2025-03-11,,Trial Only,0,,trial_expired
S05793,A05793,2024-03-21,,Trial Only,0,,trial_expired
S05794,A05794,2024-03-09,,Trial Only,0,,trial_expired
S05795,A05795,2025-05-06,2025-06-01,Starter,49,2025-08-06,cancelled
S05796,A05796,2025-01-27,2025-02-12,Business,249,2025-03-04,cancelled
S05797,A05797,2024-11-25,,Trial Only,0,,trial_expired
S05798,A05798,2025-08-07,2025-08-15,Starter,49,,active
S05799,A05799,2025-02-18,,Trial Only,0,,trial_expired
S05800,A05800,2024-09-15,,Trial Only,0,,trial_expired
S05801,A05801,2024-09-24,,Trial Only,0,,trial_expired
S05802,A05802,2025-01-16,,Trial Only,0,,trial_expired
S05803,A05803,2025-04-28,,Trial Only,0,,trial_expired
S05804,A05804,2024-12-24,2024-12-28,Starter,49,2025-09-17,cancelled
S05805,A05805,2024-11-20,2024-12-05,Starter,49,2025-10-12,cancelled
S05806,A05806,2025-04-05,,Trial Only,0,,trial_expired
S05807,A05807,2025-03-21,,Trial Only,0,,trial_expired
S05808,A05808,2025-06-16,2025-07-03,Starter,49,,active
S05809,A05809,2024-02-02,2024-02-17,Starter,49,2024-03-06,cancelled
S05810,A05810,2025-04-24,,Trial Only,0,,trial_expired
S05811,A05811,2024-11-22,2024-12-03,Starter,49,,active
S05812,A05812,2024-02-11,,Trial Only,0,,trial_expired
S05813,A05813,2025-03-03,,Trial Only,0,,trial_expired
S05814,A05814,2025-03-29,2025-04-05,Starter,49,2025-11-16,cancelled
S05815,A05815,2024-11-27,2024-12-06,Starter,49,2025-01-20,cancelled
S05816,A05816,2025-05-21,,Trial Only,0,,trial_expired
S05817,A05817,2024-07-15,,Trial Only,0,,trial_expired
S05818,A05818,2024-05-08,,Trial Only,0,,trial_expired
S05819,A05819,2024-08-19,,Trial Only,0,,trial_expired
S05820,A05820,2024-09-22,2024-10-02,Business,249,,active
S05821,A05821,2025-03-15,,Trial Only,0,,trial_expired
S05822,A05822,2025-06-26,,Trial Only,0,,trial_expired
S05823,A05823,2025-04-01,2025-04-13,Pro,99,,active
S05824,A05824,2024-04-19,,Trial Only,0,,trial_expired
S05825,A05825,2024-08-29,2024-09-01,Starter,49,,active
S05826,A05826,2024-04-08,,Trial Only,0,,trial_expired
S05827,A05827,2025-03-09,,Trial Only,0,,trial_expired
S05828,A05828,2024-06-09,2024-06-17,Business,249,2024-12-08,cancelled
S05829,A05829,2024-11-28,,Trial Only,0,,trial_expired
S05830,A05830,2025-05-20,,Trial Only,0,,trial_expired
S05831,A05831,2025-02-26,,Trial Only,0,,trial_expired
S05832,A05832,2024-07-14,,Trial Only,0,,trial_expired
S05833,A05833,2024-08-07,,Trial Only,0,,trial_expired
S05834,A05834,2025-02-14,2025-02-26,Starter,49,,active
S05835,A05835,2024-12-14,2024-12-24,Business,249,2025-03-03,cancelled
S05836,A05836,2024-02-26,2024-03-03,Starter,49,,active
S05837,A05837,2025-07-16,2025-08-06,Starter,49,,active
S05838,A05838,2024-11-22,,Trial Only,0,,trial_expired
S05839,A05839,2024-11-01,,Trial Only,0,,trial_expired
S05840,A05840,2024-05-06,,Trial Only,0,,trial_expired
S05841,A05841,2024-09-05,,Trial Only,0,,trial_expired
S05842,A05842,2024-08-07,2024-08-27,Pro,99,2025-01-15,cancelled
S05843,A05843,2024-06-25,,Trial Only,0,,trial_expired
S05844,A05844,2024-12-26,,Trial Only,0,,trial_expired
S05845,A05845,2024-10-25,2024-10-31,Pro,99,,active
S05846,A05846,2025-07-26,2025-08-08,Starter,49,2026-01-24,cancelled
S05847,A05847,2025-08-31,,Trial Only,0,,trial_expired
S05848,A05848,2024-05-20,,Trial Only,0,,trial_expired
S05849,A05849,2024-02-28,2024-03-13,Starter,49,2026-01-16,cancelled
S05850,A05850,2025-05-15,,Trial Only,0,,trial_expired
S05851,A05851,2025-09-28,,Trial Only,0,,trial_expired
S05852,A05852,2025-07-08,,Trial Only,0,,trial_expired
S05853,A05853,2024-01-13,2024-01-18,Pro,99,2024-04-11,cancelled
S05854,A05854,2024-06-11,2024-06-23,Business,249,2024-11-22,cancelled
S05855,A05855,2024-01-23,,Trial Only,0,,trial_expired
S05856,A05856,2025-06-09,2025-06-12,Pro,99,2025-10-20,cancelled
S05857,A05857,2025-01-04,2025-01-16,Business,249,,active
S05858,A05858,2024-11-22,,Trial Only,0,,trial_expired
S05859,A05859,2024-12-18,2024-12-26,Pro,99,2025-08-14,cancelled
S05860,A05860,2024-06-12,,Trial Only,0,,trial_expired
S05861,A05861,2025-01-14,,Trial Only,0,,trial_expired
S05862,A05862,2024-01-16,,Trial Only,0,,trial_expired
S05863,A05863,2025-02-08,2025-02-13,Starter,49,,active
S05864,A05864,2025-04-10,2025-04-20,Starter,49,2025-10-25,cancelled
S05865,A05865,2025-02-27,2025-03-09,Business,249,2025-04-06,cancelled
S05866,A05866,2024-08-06,,Trial Only,0,,trial_expired
S05867,A05867,2025-06-13,2025-06-29,Starter,49,2025-10-03,cancelled
S05868,A05868,2025-03-28,2025-04-06,Starter,49,2025-05-11,cancelled
S05869,A05869,2024-03-19,2024-04-03,Pro,99,,active
S05870,A05870,2024-05-04,2024-05-07,Pro,99,,active
S05871,A05871,2025-02-02,2025-02-19,Pro,99,2026-02-15,cancelled
S05872,A05872,2024-07-08,2024-07-18,Business,249,,active
S05873,A05873,2024-03-13,,Trial Only,0,,trial_expired
S05874,A05874,2024-04-06,,Trial Only,0,,trial_expired
S05875,A05875,2024-04-13,2024-04-30,Pro,99,2024-05-19,cancelled
S05876,A05876,2024-11-04,,Trial Only,0,,trial_expired
S05877,A05877,2025-01-17,2025-01-21,Pro,99,,active
S05878,A05878,2024-04-21,2024-04-25,Business,249,,active
S05879,A05879,2025-03-26,2025-04-13,Starter,49,2025-09-15,cancelled
S05880,A05880,2024-07-02,,Trial Only,0,,trial_expired
S05881,A05881,2024-07-23,2024-08-03,Starter,49,2025-08-21,cancelled
S05882,A05882,2024-05-23,,Trial Only,0,,trial_expired
S05883,A05883,2025-05-15,,Trial Only,0,,trial_expired
S05884,A05884,2025-09-10,,Trial Only,0,,trial_expired
S05885,A05885,2024-11-11,2024-11-24,Starter,49,,active
S05886,A05886,2024-01-22,,Trial Only,0,,trial_expired
S05887,A05887,2024-06-18,,Trial Only,0,,trial_expired
S05888,A05888,2024-04-08,2024-04-11,Starter,49,2024-08-14,cancelled
S05889,A05889,2025-06-24,,Trial Only,0,,trial_expired
S05890,A05890,2024-02-18,2024-02-25,Pro,99,2025-01-02,cancelled
S05891,A05891,2025-09-13,2025-09-29,Pro,99,,active
S05892,A05892,2025-01-08,2025-01-29,Pro,99,2025-08-06,cancelled
S05893,A05893,2024-11-24,,Trial Only,0,,trial_expired
S05894,A05894,2025-06-27,2025-07-13,Starter,49,2026-02-14,cancelled
S05895,A05895,2024-01-15,2024-02-06,Pro,99,2025-07-10,cancelled
S05896,A05896,2025-05-10,,Trial Only,0,,trial_expired
S05897,A05897,2024-03-11,,Trial Only,0,,trial_expired
S05898,A05898,2025-06-23,2025-06-26,Starter,49,2025-12-09,cancelled
S05899,A05899,2024-11-30,,Trial Only,0,,trial_expired
S05900,A05900,2024-02-01,,Trial Only,0,,trial_expired
S05901,A05901,2025-06-17,,Trial Only,0,,trial_expired
S05902,A05902,2024-01-15,,Trial Only,0,,trial_expired
S05903,A05903,2024-03-26,2024-04-01,Pro,99,2024-07-22,cancelled
S05904,A05904,2025-05-24,,Trial Only,0,,trial_expired
S05905,A05905,2024-10-27,2024-11-11,Pro,99,2026-01-10,cancelled
S05906,A05906,2025-07-21,2025-07-24,Starter,49,,active
S05907,A05907,2025-02-01,2025-02-08,Business,249,,active
S05908,A05908,2025-01-26,2025-02-04,Starter,49,2025-08-22,cancelled
S05909,A05909,2024-07-10,2024-07-14,Starter,49,,active
S05910,A05910,2024-03-22,2024-04-06,Pro,99,,active
S05911,A05911,2025-09-10,,Trial Only,0,,trial_expired
S05912,A05912,2024-03-02,2024-03-18,Pro,99,2024-12-20,cancelled
S05913,A05913,2024-11-30,,Trial Only,0,,trial_expired
S05914,A05914,2024-06-26,,Trial Only,0,,trial_expired
S05915,A05915,2024-06-20,,Trial Only,0,,trial_expired
S05916,A05916,2025-01-11,2025-02-04,Starter,49,,active
S05917,A05917,2025-05-24,,Trial Only,0,,trial_expired
S05918,A05918,2025-05-10,,Trial Only,0,,trial_expired
S05919,A05919,2025-07-12,2025-07-18,Pro,99,,active
S05920,A05920,2024-07-10,2024-07-25,Starter,49,,active
S05921,A05921,2024-10-27,,Trial Only,0,,trial_expired
S05922,A05922,2024-01-05,,Trial Only,0,,trial_expired
S05923,A05923,2025-04-19,,Trial Only,0,,trial_expired
S05924,A05924,2024-07-17,,Trial Only,0,,trial_expired
S05925,A05925,2024-12-22,,Trial Only,0,,trial_expired
S05926,A05926,2024-04-16,2024-05-04,Starter,49,2024-06-02,cancelled
S05927,A05927,2025-06-08,2025-06-19,Starter,49,,active
S05928,A05928,2025-06-06,,Trial Only,0,,trial_expired
S05929,A05929,2025-07-18,2025-07-25,Starter,49,,active
S05930,A05930,2024-01-24,2024-02-07,Business,249,2025-03-20,cancelled
S05931,A05931,2025-09-27,2025-10-10,Starter,49,2026-02-24,cancelled
S05932,A05932,2024-06-09,2024-06-14,Pro,99,2025-09-12,cancelled
S05933,A05933,2024-07-21,2024-08-07,Pro,99,2025-02-17,cancelled
S05934,A05934,2024-06-10,2024-06-26,Pro,99,2025-02-23,cancelled
S05935,A05935,2024-06-23,,Trial Only,0,,trial_expired
S05936,A05936,2024-12-16,,Trial Only,0,,trial_expired
S05937,A05937,2024-06-04,2024-06-08,Pro,99,2025-07-05,cancelled
S05938,A05938,2024-09-13,2024-09-18,Pro,99,,active
S05939,A05939,2025-02-15,2025-02-23,Business,249,2025-09-02,cancelled
S05940,A05940,2025-06-19,,Trial Only,0,,trial_expired
S05941,A05941,2025-03-13,,Trial Only,0,,trial_expired
S05942,A05942,2025-01-11,,Trial Only,0,,trial_expired
S05943,A05943,2024-04-01,2024-04-07,Business,249,,active
S05944,A05944,2025-06-06,,Trial Only,0,,trial_expired
S05945,A05945,2024-01-20,,Trial Only,0,,trial_expired
S05946,A05946,2024-06-20,,Trial Only,0,,trial_expired
S05947,A05947,2024-01-30,,Trial Only,0,,trial_expired
S05948,A05948,2025-02-23,,Trial Only,0,,trial_expired
S05949,A05949,2024-08-31,2024-09-08,Starter,49,2025-01-02,cancelled
S05950,A05950,2025-02-13,,Trial Only,0,,trial_expired
S05951,A05951,2024-08-16,2024-08-28,Pro,99,2025-01-11,cancelled
S05952,A05952,2024-10-20,2024-11-01,Pro,99,2025-02-10,cancelled
S05953,A05953,2024-10-22,2024-11-03,Starter,49,2024-12-21,cancelled
S05954,A05954,2024-01-24,,Trial Only,0,,trial_expired
S05955,A05955,2024-10-03,2024-10-14,Business,249,,active
S05956,A05956,2025-02-05,2025-02-22,Starter,49,2025-12-04,cancelled
S05957,A05957,2024-12-12,2024-12-20,Pro,99,,active
S05958,A05958,2024-02-11,2024-02-22,Starter,49,,active
S05959,A05959,2025-02-24,,Trial Only,0,,trial_expired
S05960,A05960,2024-07-21,2024-07-24,Business,249,,active
S05961,A05961,2024-01-08,2024-01-22,Pro,99,2024-06-18,cancelled
S05962,A05962,2024-04-06,2024-04-20,Starter,49,2024-07-04,cancelled
S05963,A05963,2024-11-14,2024-11-23,Starter,49,2025-04-20,cancelled
S05964,A05964,2024-07-22,,Trial Only,0,,trial_expired
S05965,A05965,2025-03-14,2025-03-21,Starter,49,,active
S05966,A05966,2024-06-04,2024-06-10,Pro,99,2024-11-01,cancelled
S05967,A05967,2025-05-07,2025-05-24,Starter,49,2025-07-16,cancelled
S05968,A05968,2024-07-06,,Trial Only,0,,trial_expired
S05969,A05969,2025-01-24,2025-02-10,Starter,49,,active
S05970,A05970,2025-05-25,2025-06-14,Starter,49,2025-09-13,cancelled
S05971,A05971,2024-09-09,,Trial Only,0,,trial_expired
S05972,A05972,2024-01-25,2024-02-03,Starter,49,2024-12-15,cancelled
S05973,A05973,2024-12-04,,Trial Only,0,,trial_expired
S05974,A05974,2025-09-28,,Trial Only,0,,trial_expired
S05975,A05975,2025-09-14,2025-10-09,Starter,49,,active
S05976,A05976,2024-05-22,,Trial Only,0,,trial_expired
S05977,A05977,2025-04-25,2025-05-11,Starter,49,,active
S05978,A05978,2024-08-15,2024-09-12,Business,249,2025-01-18,cancelled
S05979,A05979,2024-04-10,,Trial Only,0,,trial_expired
S05980,A05980,2025-02-22,,Trial Only,0,,trial_expired
S05981,A05981,2024-11-15,,Trial Only,0,,trial_expired
S05982,A05982,2024-12-07,,Trial Only,0,,trial_expired
S05983,A05983,2025-06-13,,Trial Only,0,,trial_expired
S05984,A05984,2024-08-09,,Trial Only,0,,trial_expired
S05985,A05985,2025-02-23,2025-02-27,Starter,49,,active
S05986,A05986,2024-08-29,,Trial Only,0,,trial_expired
S05987,A05987,2024-01-23,,Trial Only,0,,trial_expired
S05988,A05988,2024-09-05,2024-09-20,Pro,99,2024-10-12,cancelled
S05989,A05989,2025-09-05,2025-09-14,Business,249,2025-10-20,cancelled
S05990,A05990,2024-11-06,2024-11-23,Business,249,2025-05-14,cancelled
S05991,A05991,2024-03-05,,Trial Only,0,,trial_expired
S05992,A05992,2025-03-09,2025-03-22,Business,249,,active
S05993,A05993,2025-09-11,,Trial Only,0,,trial_expired
S05994,A05994,2025-08-08,,Trial Only,0,,trial_expired
S05995,A05995,2024-12-30,2025-01-17,Business,249,2025-11-08,cancelled
S05996,A05996,2024-09-04,2024-09-14,Pro,99,2025-08-14,cancelled
S05997,A05997,2025-01-04,2025-01-21,Starter,49,,active
S05998,A05998,2025-06-05,,Trial Only,0,,trial_expired
S05999,A05999,2025-07-07,,Trial Only,0,,trial_expired
S06000,A06000,2025-06-08,2025-07-03,Pro,99,,active
S06001,A06001,2024-10-20,2024-11-03,Pro,99,,active
S06002,A06002,2024-03-12,2024-03-22,Pro,99,,active
S06003,A06003,2024-12-28,2025-01-06,Business,249,2025-12-12,cancelled
S06004,A06004,2024-04-07,,Trial Only,0,,trial_expired
S06005,A06005,2024-02-01,,Trial Only,0,,trial_expired
S06006,A06006,2024-11-14,2024-11-30,Pro,99,,active
S06007,A06007,2025-02-15,2025-02-20,Starter,49,2025-07-21,cancelled
S06008,A06008,2025-07-02,,Trial Only,0,,trial_expired
S06009,A06009,2025-05-14,2025-06-09,Pro,99,2026-02-14,cancelled
S06010,A06010,2025-07-04,,Trial Only,0,,trial_expired
S06011,A06011,2025-04-28,,Trial Only,0,,trial_expired
S06012,A06012,2025-03-20,2025-04-06,Pro,99,,active
S06013,A06013,2024-01-06,,Trial Only,0,,trial_expired
S06014,A06014,2025-01-27,,Trial Only,0,,trial_expired
S06015,A06015,2024-03-13,,Trial Only,0,,trial_expired
S06016,A06016,2024-01-31,2024-02-10,Starter,49,2024-03-02,cancelled
S06017,A06017,2024-04-07,2024-04-22,Starter,49,,active
S06018,A06018,2025-06-11,,Trial Only,0,,trial_expired
S06019,A06019,2025-04-17,2025-04-24,Starter,49,,active
S06020,A06020,2025-09-04,,Trial Only,0,,trial_expired
S06021,A06021,2025-09-20,2025-10-06,Pro,99,,active
S06022,A06022,2025-07-29,,Trial Only,0,,trial_expired
S06023,A06023,2024-03-22,2024-04-04,Starter,49,2024-07-05,cancelled
S06024,A06024,2025-07-18,2025-08-01,Business,249,2026-01-10,cancelled
S06025,A06025,2025-06-21,2025-07-08,Starter,49,,active
S06026,A06026,2025-07-14,,Trial Only,0,,trial_expired
S06027,A06027,2024-04-04,,Trial Only,0,,trial_expired
S06028,A06028,2024-03-11,,Trial Only,0,,trial_expired
S06029,A06029,2025-08-19,2025-08-28,Starter,49,2026-01-19,cancelled
S06030,A06030,2024-04-19,,Trial Only,0,,trial_expired
S06031,A06031,2024-08-31,2024-09-06,Business,249,2024-11-12,cancelled
S06032,A06032,2024-10-21,,Trial Only,0,,trial_expired
S06033,A06033,2024-03-16,,Trial Only,0,,trial_expired
S06034,A06034,2024-01-11,,Trial Only,0,,trial_expired
S06035,A06035,2025-09-27,,Trial Only,0,,trial_expired
S06036,A06036,2025-07-17,,Trial Only,0,,trial_expired
S06037,A06037,2025-08-11,,Trial Only,0,,trial_expired
S06038,A06038,2024-07-04,2024-07-30,Starter,49,2025-06-12,cancelled
S06039,A06039,2024-05-21,2024-06-06,Pro,99,2024-08-25,cancelled
S06040,A06040,2024-09-30,2024-10-06,Business,249,2025-02-07,cancelled
S06041,A06041,2024-10-19,,Trial Only,0,,trial_expired
S06042,A06042,2024-01-03,2024-01-11,Starter,49,2024-08-08,cancelled
S06043,A06043,2025-05-11,2025-05-21,Starter,49,2025-06-21,cancelled
S06044,A06044,2025-09-29,2025-10-15,Starter,49,2025-11-11,cancelled
S06045,A06045,2024-11-30,,Trial Only,0,,trial_expired
S06046,A06046,2024-09-10,2024-09-19,Pro,99,2025-11-12,cancelled
S06047,A06047,2024-09-13,2024-10-01,Starter,49,2026-03-06,cancelled
S06048,A06048,2024-02-26,,Trial Only,0,,trial_expired
S06049,A06049,2024-06-22,2024-07-01,Starter,49,2024-12-15,cancelled
S06050,A06050,2024-11-16,,Trial Only,0,,trial_expired
S06051,A06051,2024-10-04,2024-10-12,Pro,99,2025-04-01,cancelled
S06052,A06052,2024-12-11,,Trial Only,0,,trial_expired
S06053,A06053,2025-06-28,,Trial Only,0,,trial_expired
S06054,A06054,2024-05-24,2024-06-06,Business,249,2025-09-18,cancelled
S06055,A06055,2024-01-15,,Trial Only,0,,trial_expired
S06056,A06056,2024-01-20,2024-02-13,Starter,49,2024-09-13,cancelled
S06057,A06057,2024-03-23,,Trial Only,0,,trial_expired
S06058,A06058,2024-12-29,2025-01-08,Starter,49,2025-09-05,cancelled
S06059,A06059,2025-05-31,2025-06-12,Starter,49,2026-03-11,cancelled
S06060,A06060,2025-07-24,,Trial Only,0,,trial_expired
S06061,A06061,2025-02-01,2025-02-10,Starter,49,2025-12-17,cancelled
S06062,A06062,2024-09-18,2024-09-25,Pro,99,2025-03-06,cancelled
S06063,A06063,2024-04-06,,Trial Only,0,,trial_expired
S06064,A06064,2024-09-17,,Trial Only,0,,trial_expired
S06065,A06065,2024-08-06,,Trial Only,0,,trial_expired
S06066,A06066,2025-07-13,,Trial Only,0,,trial_expired
S06067,A06067,2024-11-08,,Trial Only,0,,trial_expired
S06068,A06068,2024-05-25,,Trial Only,0,,trial_expired
S06069,A06069,2024-07-07,2024-07-23,Pro,99,2025-02-14,cancelled
S06070,A06070,2024-03-24,2024-03-27,Starter,49,,active
S06071,A06071,2025-08-15,2025-08-21,Starter,49,,active
S06072,A06072,2024-01-27,,Trial Only,0,,trial_expired
S06073,A06073,2024-01-07,,Trial Only,0,,trial_expired
S06074,A06074,2024-04-25,,Trial Only,0,,trial_expired
S06075,A06075,2025-06-02,2025-06-13,Starter,49,2026-02-15,cancelled
S06076,A06076,2024-11-27,2024-12-03,Business,249,,active
S06077,A06077,2025-01-27,2025-02-13,Pro,99,2025-05-08,cancelled
S06078,A06078,2024-08-24,2024-08-29,Business,249,,active
S06079,A06079,2024-02-07,,Trial Only,0,,trial_expired
S06080,A06080,2025-07-03,,Trial Only,0,,trial_expired
S06081,A06081,2024-05-01,2024-05-15,Starter,49,2025-06-10,cancelled
S06082,A06082,2024-01-18,2024-02-04,Pro,99,,active
S06083,A06083,2024-12-30,2025-01-07,Starter,49,,active
S06084,A06084,2024-02-17,2024-03-05,Business,249,2024-06-03,cancelled
S06085,A06085,2024-02-25,,Trial Only,0,,trial_expired
S06086,A06086,2025-05-26,,Trial Only,0,,trial_expired
S06087,A06087,2024-11-11,2024-11-27,Pro,99,2025-05-10,cancelled
S06088,A06088,2024-06-05,2024-06-14,Starter,49,2024-07-15,cancelled
S06089,A06089,2024-08-17,2024-08-28,Starter,49,,active
S06090,A06090,2025-04-07,2025-04-18,Pro,99,,active
S06091,A06091,2024-02-05,2024-02-08,Starter,49,2024-06-02,cancelled
S06092,A06092,2024-03-11,2024-03-16,Pro,99,,active
S06093,A06093,2025-01-22,,Trial Only,0,,trial_expired
S06094,A06094,2025-01-17,,Trial Only,0,,trial_expired
S06095,A06095,2025-09-16,,Trial Only,0,,trial_expired
S06096,A06096,2024-09-03,2024-09-06,Business,249,2025-08-17,cancelled
S06097,A06097,2024-02-04,,Trial Only,0,,trial_expired
S06098,A06098,2024-12-06,,Trial Only,0,,trial_expired
S06099,A06099,2025-02-03,2025-02-15,Pro,99,,active
S06100,A06100,2024-03-26,2024-04-07,Starter,49,2024-08-02,cancelled
S06101,A06101,2024-12-17,2024-12-22,Starter,49,2025-07-24,cancelled
S06102,A06102,2024-05-06,,Trial Only,0,,trial_expired
S06103,A06103,2025-06-25,,Trial Only,0,,trial_expired
S06104,A06104,2025-06-19,2025-07-04,Business,249,,active
S06105,A06105,2024-10-02,,Trial Only,0,,trial_expired
S06106,A06106,2025-09-13,,Trial Only,0,,trial_expired
S06107,A06107,2025-09-20,,Trial Only,0,,trial_expired
S06108,A06108,2024-03-19,,Trial Only,0,,trial_expired
S06109,A06109,2024-08-30,2024-09-07,Pro,99,,active
S06110,A06110,2025-01-14,2025-01-22,Business,249,,active
S06111,A06111,2024-02-18,2024-03-16,Pro,99,2025-01-14,cancelled
S06112,A06112,2024-09-08,,Trial Only,0,,trial_expired
S06113,A06113,2024-06-18,2024-07-04,Pro,99,,active
S06114,A06114,2025-09-06,,Trial Only,0,,trial_expired
S06115,A06115,2024-09-23,,Trial Only,0,,trial_expired
S06116,A06116,2025-04-30,,Trial Only,0,,trial_expired
S06117,A06117,2024-09-10,,Trial Only,0,,trial_expired
S06118,A06118,2024-03-21,2024-04-09,Starter,49,2025-02-15,cancelled
S06119,A06119,2025-07-08,2025-07-18,Starter,49,,active
S06120,A06120,2024-01-01,,Trial Only,0,,trial_expired
S06121,A06121,2024-01-30,2024-02-07,Pro,99,2026-02-03,cancelled
S06122,A06122,2024-08-28,2024-09-06,Business,249,2024-10-12,cancelled
S06123,A06123,2025-03-09,,Trial Only,0,,trial_expired
S06124,A06124,2024-08-13,2024-08-27,Pro,99,2025-05-07,cancelled
S06125,A06125,2024-02-05,,Trial Only,0,,trial_expired
S06126,A06126,2024-07-27,2024-08-17,Starter,49,2024-11-21,cancelled
S06127,A06127,2024-06-07,2024-06-16,Starter,49,2024-07-04,cancelled
S06128,A06128,2024-01-03,2024-01-14,Business,249,2024-07-18,cancelled
S06129,A06129,2024-12-04,,Trial Only,0,,trial_expired
S06130,A06130,2024-03-11,2024-03-20,Starter,49,2024-04-08,cancelled
S06131,A06131,2024-07-06,2024-07-23,Starter,49,2025-07-14,cancelled
S06132,A06132,2025-02-05,,Trial Only,0,,trial_expired
S06133,A06133,2025-04-04,,Trial Only,0,,trial_expired
S06134,A06134,2024-06-20,2024-07-03,Pro,99,2025-05-22,cancelled
S06135,A06135,2024-08-04,2024-08-07,Starter,49,2026-03-12,cancelled
S06136,A06136,2024-06-08,,Trial Only,0,,trial_expired
S06137,A06137,2025-09-08,2025-09-22,Starter,49,,active
S06138,A06138,2024-05-01,2024-05-20,Starter,49,2024-12-15,cancelled
S06139,A06139,2024-04-25,,Trial Only,0,,trial_expired
S06140,A06140,2024-10-13,2024-10-22,Business,249,2025-12-16,cancelled
S06141,A06141,2024-04-30,2024-05-12,Starter,49,2025-03-11,cancelled
S06142,A06142,2024-04-07,2024-04-15,Pro,99,2024-12-11,cancelled
S06143,A06143,2024-02-25,,Trial Only,0,,trial_expired
S06144,A06144,2025-02-04,,Trial Only,0,,trial_expired
S06145,A06145,2025-01-20,2025-02-14,Business,249,2025-06-18,cancelled
S06146,A06146,2025-02-11,,Trial Only,0,,trial_expired
S06147,A06147,2025-05-07,,Trial Only,0,,trial_expired
S06148,A06148,2024-08-02,,Trial Only,0,,trial_expired
S06149,A06149,2025-08-15,2025-08-22,Starter,49,,active
S06150,A06150,2025-04-10,,Trial Only,0,,trial_expired
S06151,A06151,2025-05-29,2025-06-02,Starter,49,,active
S06152,A06152,2025-04-01,,Trial Only,0,,trial_expired
S06153,A06153,2024-08-24,,Trial Only,0,,trial_expired
S06154,A06154,2024-07-03,,Trial Only,0,,trial_expired
S06155,A06155,2024-09-28,,Trial Only,0,,trial_expired
S06156,A06156,2024-02-26,2024-02-29,Starter,49,2024-08-03,cancelled
S06157,A06157,2024-10-17,2024-10-21,Starter,49,2025-04-14,cancelled
S06158,A06158,2024-01-23,2024-02-14,Starter,49,2024-03-06,cancelled
S06159,A06159,2024-01-03,,Trial Only,0,,trial_expired
S06160,A06160,2025-08-24,,Trial Only,0,,trial_expired
S06161,A06161,2025-03-10,2025-03-26,Starter,49,,active
S06162,A06162,2024-12-23,2025-01-07,Business,249,2025-03-13,cancelled
S06163,A06163,2024-08-12,,Trial Only,0,,trial_expired
S06164,A06164,2024-12-29,2025-01-04,Starter,49,2025-10-17,cancelled
S06165,A06165,2025-07-28,,Trial Only,0,,trial_expired
S06166,A06166,2025-02-13,2025-02-22,Starter,49,2025-07-20,cancelled
S06167,A06167,2025-01-15,,Trial Only,0,,trial_expired
S06168,A06168,2024-10-23,2024-11-09,Starter,49,2025-09-06,cancelled
S06169,A06169,2024-08-15,2024-09-02,Pro,99,2025-02-05,cancelled
S06170,A06170,2025-03-17,2025-03-31,Starter,49,2025-12-23,cancelled
S06171,A06171,2025-09-21,2025-10-01,Starter,49,,active
S06172,A06172,2024-09-29,2024-10-05,Business,249,2026-01-17,cancelled
S06173,A06173,2024-09-12,2024-09-27,Pro,99,,active
S06174,A06174,2024-10-01,,Trial Only,0,,trial_expired
S06175,A06175,2024-09-30,,Trial Only,0,,trial_expired
S06176,A06176,2025-09-26,,Trial Only,0,,trial_expired
S06177,A06177,2025-03-22,2025-04-07,Pro,99,,active
S06178,A06178,2024-08-25,2024-08-29,Starter,49,2025-03-03,cancelled
S06179,A06179,2024-09-02,2024-09-10,Starter,49,2025-11-20,cancelled
S06180,A06180,2024-10-03,2024-10-19,Starter,49,,active
S06181,A06181,2024-01-19,,Trial Only,0,,trial_expired
S06182,A06182,2024-11-29,,Trial Only,0,,trial_expired
S06183,A06183,2025-06-02,2025-06-25,Starter,49,2025-08-14,cancelled
S06184,A06184,2025-02-19,2025-02-27,Business,249,,active
S06185,A06185,2024-05-06,,Trial Only,0,,trial_expired
S06186,A06186,2025-04-06,,Trial Only,0,,trial_expired
S06187,A06187,2025-03-31,,Trial Only,0,,trial_expired
S06188,A06188,2024-06-19,,Trial Only,0,,trial_expired
S06189,A06189,2025-01-26,2025-01-30,Pro,99,,active
S06190,A06190,2025-01-19,,Trial Only,0,,trial_expired
S06191,A06191,2025-06-22,2025-06-30,Pro,99,,active
S06192,A06192,2024-03-24,,Trial Only,0,,trial_expired
S06193,A06193,2024-05-03,,Trial Only,0,,trial_expired
S06194,A06194,2024-11-08,2024-11-25,Business,249,,active
