account_id,signup_date,country,industry,company_size,first_touch_channel,first_touch_campaign_id,trial_days
A06872,2024-12-26,United States,Education,6-20,Organic Search,ORG_SEO,14
A04715,2024-12-26,Canada,Technology,21-50,Organic Search,ORG_SEO,14
A00836,2024-12-26,United States,Technology,21-50,Organic Search,ORG_SEO,14
A07108,2024-12-27,Canada,Professional Services,1-5,Paid Social,SOC_Video,14
A05587,2024-12-27,Australia,Home Services,6-20,Direct,DIR_None,14
A10394,2024-12-27,United States,Healthcare,6-20,Organic Search,ORG_SEO,14
A09118,2024-12-27,Australia,Professional Services,6-20,Paid Search,PS_NonBrand,14
A03811,2024-12-27,United States,Professional Services,21-50,Referral,REF_Customer,14
A01446,2024-12-27,United States,Education,6-20,Paid Search,PS_Competitor,14
A06474,2024-12-27,United States,Education,1-5,Paid Social,SOC_Retargeting,14
A01572,2024-12-27,United Kingdom,Retail,1-5,Organic Search,ORG_SEO,14
A02910,2024-12-27,Canada,Retail,51-200,Referral,REF_Customer,14
A09423,2024-12-27,Canada,Home Services,6-20,Paid Search,PS_Competitor,14
A01290,2024-12-27,Canada,Education,21-50,Email,EML_Nurture,14
A02339,2024-12-27,Australia,Education,6-20,Paid Search,PS_NonBrand,14
A04343,2024-12-27,United States,Professional Services,6-20,Paid Search,PS_Competitor,14
A10571,2024-12-27,Canada,Education,6-20,Paid Social,SOC_Prospecting,14
A08328,2024-12-27,United States,Home Services,1-5,Referral,REF_Customer,14
A04215,2024-12-27,United States,Technology,21-50,Referral,REF_Customer,14
A10206,2024-12-27,United States,Professional Services,6-20,Partner,PART_Community,14
A08834,2024-12-27,United Kingdom,Retail,21-50,Paid Social,SOC_Retargeting,14
A01797,2024-12-27,United States,Home Services,6-20,Organic Search,ORG_SEO,14
A00058,2024-12-27,Canada,Healthcare,1-5,Direct,DIR_None,14
A00772,2024-12-28,Canada,Retail,1-5,Paid Search,PS_Competitor,14
A06003,2024-12-28,Canada,Healthcare,201+,Email,EML_Reactivation,14
A04768,2024-12-28,United Kingdom,Healthcare,1-5,Referral,REF_Customer,14
A07241,2024-12-28,Canada,Education,201+,Referral,REF_Customer,14
A01842,2024-12-28,Canada,Professional Services,21-50,Paid Social,SOC_Prospecting,14
A09304,2024-12-28,United States,Technology,201+,Email,EML_Reactivation,14
A11520,2024-12-28,Canada,Home Services,1-5,Paid Social,SOC_Prospecting,14
A05595,2024-12-28,Australia,Healthcare,1-5,Direct,DIR_None,14
A05520,2024-12-28,Canada,Professional Services,201+,Direct,DIR_None,14
A00864,2024-12-28,United Kingdom,Professional Services,21-50,Organic Search,ORG_SEO,14
A08507,2024-12-28,Canada,Professional Services,201+,Organic Search,ORG_SEO,14
A08982,2024-12-28,United States,Healthcare,1-5,Partner,PART_Community,14
A09637,2024-12-29,United Kingdom,Technology,1-5,Organic Search,ORG_SEO,14
A01618,2024-12-29,United States,Technology,201+,Email,EML_Reactivation,14
A02446,2024-12-29,United States,Retail,1-5,Paid Search,PS_NonBrand,14
A09314,2024-12-29,Canada,Technology,1-5,Organic Search,ORG_SEO,14
A08617,2024-12-29,Canada,Healthcare,6-20,Paid Social,SOC_Retargeting,14
A08178,2024-12-29,United States,Education,1-5,Direct,DIR_None,14
A02625,2024-12-29,United Kingdom,Professional Services,1-5,Email,EML_Reactivation,14
A07163,2024-12-29,Canada,Retail,201+,Paid Search,PS_Competitor,14
A00285,2024-12-29,United Kingdom,Healthcare,1-5,Referral,REF_Customer,14
A06058,2024-12-29,United States,Retail,6-20,Paid Social,SOC_Retargeting,14
A03678,2024-12-29,United States,Home Services,201+,Organic Search,ORG_SEO,14
A06164,2024-12-29,United States,Healthcare,6-20,Partner,PART_Consultants,14
A03502,2024-12-29,United States,Healthcare,1-5,Email,EML_Nurture,14
A11016,2024-12-29,United States,Healthcare,6-20,Paid Social,SOC_Video,14
A03024,2024-12-29,United States,Home Services,51-200,Referral,REF_Customer,14
A09507,2024-12-29,United States,Technology,21-50,Paid Search,PS_Brand,14
A00489,2024-12-30,Australia,Technology,201+,Direct,DIR_None,14
A10313,2024-12-30,United States,Healthcare,6-20,Referral,REF_Customer,14
A07462,2024-12-30,United Kingdom,Healthcare,1-5,Direct,DIR_None,14
A07103,2024-12-30,United States,Healthcare,1-5,Referral,REF_Customer,14
A10302,2024-12-30,United Kingdom,Technology,201+,Organic Search,ORG_SEO,14
A09944,2024-12-30,United States,Home Services,6-20,Paid Social,SOC_Video,14
A11402,2024-12-30,United States,Home Services,6-20,Direct,DIR_None,14
A05995,2024-12-30,United States,Technology,201+,Organic Search,ORG_SEO,14
A06083,2024-12-30,Canada,Home Services,21-50,Email,EML_Nurture,14
A04906,2024-12-30,United States,Home Services,21-50,Organic Search,ORG_SEO,14
A05190,2024-12-30,Canada,Healthcare,6-20,Organic Search,ORG_SEO,14
A07639,2024-12-30,Canada,Healthcare,6-20,Paid Search,PS_NonBrand,14
A10065,2024-12-30,Canada,Education,1-5,Partner,PART_Consultants,14
A05479,2024-12-30,Canada,Education,1-5,Paid Social,SOC_Video,14
A02093,2024-12-30,Australia,Healthcare,51-200,Email,EML_Nurture,14
A00354,2024-12-30,Canada,Technology,6-20,Referral,REF_Customer,14
A00461,2024-12-30,United States,Home Services,21-50,Direct,DIR_None,14
A01963,2024-12-30,United Kingdom,Healthcare,51-200,Direct,DIR_None,14
A00144,2024-12-30,United States,Education,1-5,Organic Search,ORG_SEO,14
A06825,2024-12-31,United States,Healthcare,1-5,Organic Search,ORG_SEO,14
A09526,2024-12-31,Canada,Professional Services,1-5,Referral,REF_Customer,14
A08153,2024-12-31,United States,Technology,6-20,Direct,DIR_None,14
A02329,2024-12-31,Canada,Professional Services,21-50,Email,EML_Reactivation,14
A10590,2024-12-31,Canada,Education,1-5,Paid Social,SOC_Retargeting,14
A07289,2024-12-31,Canada,Professional Services,21-50,Paid Search,PS_Brand,14
A04659,2024-12-31,Canada,Technology,51-200,Referral,REF_Customer,14
A05599,2024-12-31,United States,Healthcare,1-5,Organic Search,ORG_SEO,14
A09681,2024-12-31,United States,Retail,51-200,Paid Search,PS_Brand,14
A05452,2024-12-31,United States,Retail,21-50,Organic Search,ORG_SEO,14
A06933,2024-12-31,United States,Healthcare,21-50,Paid Social,SOC_Retargeting,14
A03733,2024-12-31,Australia,Education,6-20,Organic Search,ORG_SEO,14
A09375,2024-12-31,United States,Retail,1-5,Paid Search,PS_Competitor,14
A07092,2024-12-31,United States,Education,21-50,Paid Social,SOC_Video,14
A10472,2024-12-31,Australia,Professional Services,1-5,Paid Search,PS_Brand,14
A03703,2024-12-31,United States,Healthcare,6-20,Paid Search,PS_Brand,14
A07604,2024-12-31,Canada,Technology,1-5,Paid Social,SOC_Prospecting,14
A08218,2024-12-31,Australia,Home Services,6-20,Partner,PART_Community,14
A04078,2024-12-31,United States,Retail,1-5,Paid Search,PS_NonBrand,14
A02969,2024-12-31,Canada,Healthcare,1-5,Partner,PART_Consultants,14
A10676,2024-12-31,United States,Retail,21-50,Paid Search,PS_Brand,14
A02740,2025-01-01,United Kingdom,Education,1-5,Partner,PART_Community,14
A11553,2025-01-01,United Kingdom,Home Services,51-200,Organic Search,ORG_SEO,14
A00672,2025-01-01,United Kingdom,Education,51-200,Email,EML_Reactivation,14
A09743,2025-01-01,United States,Healthcare,1-5,Organic Search,ORG_SEO,14
A06440,2025-01-01,United Kingdom,Home Services,201+,Organic Search,ORG_SEO,14
A07408,2025-01-01,Canada,Healthcare,1-5,Organic Search,ORG_SEO,14
A07354,2025-01-01,Canada,Technology,21-50,Organic Search,ORG_SEO,14
A02643,2025-01-01,United Kingdom,Retail,1-5,Referral,REF_Customer,14
A04435,2025-01-01,United States,Retail,1-5,Organic Search,ORG_SEO,14
A08376,2025-01-01,United States,Healthcare,1-5,Paid Search,PS_Competitor,14
A02669,2025-01-01,United States,Retail,1-5,Organic Search,ORG_SEO,14
A10393,2025-01-01,Canada,Healthcare,51-200,Paid Social,SOC_Retargeting,14
A09891,2025-01-01,Australia,Education,1-5,Organic Search,ORG_SEO,14
A06510,2025-01-01,Canada,Retail,21-50,Email,EML_Reactivation,14
A04570,2025-01-01,Australia,Healthcare,51-200,Organic Search,ORG_SEO,14
A06567,2025-01-01,Canada,Home Services,51-200,Referral,REF_Customer,14
A07924,2025-01-01,United Kingdom,Professional Services,1-5,Paid Social,SOC_Retargeting,14
A06963,2025-01-01,United States,Healthcare,6-20,Partner,PART_Community,14
A03670,2025-01-01,United Kingdom,Technology,1-5,Paid Search,PS_Brand,14
A09339,2025-01-02,Canada,Healthcare,6-20,Direct,DIR_None,14
A07700,2025-01-02,United States,Professional Services,1-5,Referral,REF_Customer,14
A11783,2025-01-02,United States,Technology,21-50,Organic Search,ORG_SEO,14
A00465,2025-01-02,United States,Professional Services,1-5,Direct,DIR_None,14
A10980,2025-01-02,Australia,Technology,6-20,Organic Search,ORG_SEO,14
A09346,2025-01-02,United States,Healthcare,1-5,Paid Social,SOC_Video,14
A11306,2025-01-02,United Kingdom,Healthcare,21-50,Partner,PART_Consultants,14
A07634,2025-01-02,United States,Professional Services,6-20,Organic Search,ORG_SEO,14
A07822,2025-01-02,United States,Healthcare,1-5,Organic Search,ORG_SEO,14
A01265,2025-01-02,United States,Healthcare,6-20,Organic Search,ORG_SEO,14
A11719,2025-01-02,United States,Technology,1-5,Paid Search,PS_Brand,14
A11062,2025-01-02,United States,Home Services,1-5,Paid Social,SOC_Video,14
A11531,2025-01-02,Canada,Home Services,201+,Referral,REF_Customer,14
A09164,2025-01-02,Canada,Education,1-5,Organic Search,ORG_SEO,14
A07154,2025-01-02,Canada,Education,1-5,Referral,REF_Customer,14
A06730,2025-01-02,Canada,Retail,6-20,Referral,REF_Customer,14
A10624,2025-01-02,Canada,Technology,6-20,Organic Search,ORG_SEO,14
A05678,2025-01-02,Canada,Retail,6-20,Paid Social,SOC_Video,14
A08084,2025-01-02,United States,Home Services,51-200,Paid Search,PS_Brand,14
A05277,2025-01-02,United States,Retail,6-20,Email,EML_Nurture,14
A08057,2025-01-02,United States,Technology,1-5,Direct,DIR_None,14
A10031,2025-01-02,Canada,Retail,1-5,Partner,PART_Community,14
A10187,2025-01-03,United States,Healthcare,6-20,Paid Search,PS_Competitor,14
A01771,2025-01-03,United States,Home Services,21-50,Email,EML_Reactivation,14
A06328,2025-01-03,Australia,Professional Services,6-20,Paid Social,SOC_Retargeting,14
A06634,2025-01-03,United Kingdom,Home Services,6-20,Organic Search,ORG_SEO,14
A05647,2025-01-03,United States,Healthcare,6-20,Paid Social,SOC_Video,14
A02331,2025-01-03,Canada,Healthcare,201+,Paid Search,PS_NonBrand,14
A04810,2025-01-03,Canada,Technology,1-5,Paid Search,PS_Brand,14
A02796,2025-01-03,United Kingdom,Technology,201+,Referral,REF_Customer,14
A11833,2025-01-03,United Kingdom,Healthcare,21-50,Paid Search,PS_Competitor,14
A01756,2025-01-03,Canada,Technology,51-200,Direct,DIR_None,14
A09505,2025-01-03,Canada,Retail,21-50,Paid Search,PS_Competitor,14
A06503,2025-01-03,Australia,Retail,21-50,Referral,REF_Customer,14
A11866,2025-01-03,Australia,Home Services,6-20,Referral,REF_Customer,14
A10324,2025-01-03,United Kingdom,Education,6-20,Organic Search,ORG_SEO,14
A08122,2025-01-03,United Kingdom,Technology,6-20,Paid Search,PS_Competitor,14
A03293,2025-01-03,United States,Retail,1-5,Partner,PART_Community,14
A11741,2025-01-03,United States,Professional Services,6-20,Direct,DIR_None,14
A03734,2025-01-03,United States,Home Services,1-5,Referral,REF_Customer,14
A11175,2025-01-03,United States,Technology,21-50,Referral,REF_Customer,14
A01313,2025-01-03,United States,Home Services,1-5,Organic Search,ORG_SEO,14
A04665,2025-01-03,United States,Home Services,21-50,Referral,REF_Customer,14
A00114,2025-01-03,United States,Technology,1-5,Organic Search,ORG_SEO,14
A00880,2025-01-04,Canada,Professional Services,1-5,Paid Search,PS_NonBrand,14
A01901,2025-01-04,United States,Professional Services,6-20,Paid Search,PS_Brand,14
A09052,2025-01-04,Canada,Retail,6-20,Paid Search,PS_Brand,14
A05997,2025-01-04,United Kingdom,Technology,6-20,Referral,REF_Customer,14
A08117,2025-01-04,Canada,Professional Services,6-20,Paid Search,PS_Brand,14
A00212,2025-01-04,United States,Home Services,51-200,Organic Search,ORG_SEO,14
A04975,2025-01-04,Canada,Technology,1-5,Email,EML_Reactivation,14
A04155,2025-01-04,Australia,Healthcare,6-20,Paid Social,SOC_Video,14
A04390,2025-01-04,Canada,Technology,1-5,Paid Social,SOC_Prospecting,14
A06794,2025-01-04,Canada,Healthcare,1-5,Email,EML_Nurture,14
A05857,2025-01-04,Canada,Healthcare,51-200,Partner,PART_Community,14
A11760,2025-01-04,United States,Technology,6-20,Direct,DIR_None,14
A07853,2025-01-04,Canada,Retail,6-20,Paid Search,PS_Competitor,14
A05082,2025-01-04,United States,Home Services,6-20,Paid Search,PS_Brand,14
A00133,2025-01-04,Canada,Technology,51-200,Paid Search,PS_Competitor,14
A03983,2025-01-04,Australia,Retail,21-50,Referral,REF_Customer,14
A02675,2025-01-04,United Kingdom,Education,21-50,Email,EML_Reactivation,14
A05684,2025-01-05,United States,Professional Services,1-5,Direct,DIR_None,14
A00121,2025-01-05,United States,Retail,1-5,Paid Search,PS_NonBrand,14
A07746,2025-01-05,Canada,Professional Services,51-200,Referral,REF_Customer,14
A10507,2025-01-05,United Kingdom,Technology,6-20,Paid Social,SOC_Video,14
A07696,2025-01-05,United States,Healthcare,6-20,Paid Search,PS_NonBrand,14
A08146,2025-01-05,Canada,Technology,1-5,Partner,PART_Community,14
A10299,2025-01-05,Canada,Professional Services,1-5,Paid Search,PS_NonBrand,14
A04458,2025-01-05,Canada,Professional Services,1-5,Direct,DIR_None,14
A01861,2025-01-05,Australia,Technology,1-5,Paid Social,SOC_Retargeting,14
A05296,2025-01-05,United States,Professional Services,1-5,Email,EML_Reactivation,14
A06772,2025-01-05,Canada,Professional Services,51-200,Paid Social,SOC_Prospecting,14
A08388,2025-01-05,United States,Home Services,21-50,Organic Search,ORG_SEO,14
A07510,2025-01-05,United States,Healthcare,6-20,Referral,REF_Customer,14
A01689,2025-01-05,Canada,Professional Services,6-20,Paid Search,PS_NonBrand,14
A02188,2025-01-05,Canada,Professional Services,1-5,Paid Social,SOC_Prospecting,14
A11647,2025-01-05,United States,Home Services,6-20,Paid Search,PS_NonBrand,14
A05344,2025-01-05,Canada,Home Services,1-5,Paid Social,SOC_Video,14
A07059,2025-01-05,Canada,Technology,1-5,Paid Search,PS_NonBrand,14
A02684,2025-01-05,United States,Healthcare,6-20,Partner,PART_Community,14
A08581,2025-01-05,United States,Education,21-50,Organic Search,ORG_SEO,14
A06628,2025-01-05,Australia,Professional Services,6-20,Paid Search,PS_NonBrand,14
A07897,2025-01-05,Canada,Technology,6-20,Referral,REF_Customer,14
A10615,2025-01-05,United Kingdom,Home Services,1-5,Partner,PART_Consultants,14
A02449,2025-01-05,Canada,Healthcare,6-20,Referral,REF_Customer,14
A04064,2025-01-06,United States,Retail,1-5,Paid Search,PS_NonBrand,14
A10812,2025-01-06,Canada,Retail,6-20,Referral,REF_Customer,14
A05262,2025-01-06,Australia,Retail,21-50,Paid Search,PS_Competitor,14
A03363,2025-01-06,United States,Education,51-200,Referral,REF_Customer,14
A01274,2025-01-06,Canada,Education,6-20,Paid Search,PS_Competitor,14
A02450,2025-01-06,United States,Home Services,51-200,Partner,PART_Community,14
A01232,2025-01-06,Canada,Retail,6-20,Paid Social,SOC_Retargeting,14
A08334,2025-01-06,United Kingdom,Technology,6-20,Paid Search,PS_Brand,14
A00814,2025-01-06,United States,Professional Services,1-5,Paid Search,PS_Brand,14
A03932,2025-01-06,United Kingdom,Professional Services,1-5,Paid Social,SOC_Retargeting,14
A10806,2025-01-06,Canada,Home Services,51-200,Paid Search,PS_NonBrand,14
A04874,2025-01-06,United States,Education,6-20,Email,EML_Nurture,14
A11513,2025-01-06,United States,Professional Services,1-5,Paid Social,SOC_Prospecting,14
A02536,2025-01-06,United Kingdom,Technology,1-5,Referral,REF_Customer,14
A10774,2025-01-06,United States,Education,21-50,Organic Search,ORG_SEO,14
A05593,2025-01-06,United States,Technology,21-50,Organic Search,ORG_SEO,14
A00929,2025-01-06,United Kingdom,Retail,1-5,Organic Search,ORG_SEO,14
A02433,2025-01-06,Canada,Retail,6-20,Direct,DIR_None,14
A10404,2025-01-06,Canada,Healthcare,51-200,Referral,REF_Customer,14
A09433,2025-01-06,United Kingdom,Education,21-50,Organic Search,ORG_SEO,14
A11312,2025-01-06,United States,Healthcare,6-20,Referral,REF_Customer,14
A07112,2025-01-06,Canada,Healthcare,1-5,Paid Search,PS_Brand,14
A04784,2025-01-06,United States,Home Services,6-20,Organic Search,ORG_SEO,14
A01095,2025-01-06,United States,Professional Services,21-50,Paid Search,PS_Competitor,14
A10547,2025-01-07,United States,Healthcare,21-50,Paid Search,PS_Brand,14
A09459,2025-01-07,Canada,Professional Services,1-5,Referral,REF_Customer,14
A08010,2025-01-07,Canada,Technology,21-50,Organic Search,ORG_SEO,14
A07161,2025-01-07,Canada,Education,6-20,Paid Social,SOC_Prospecting,14
A06538,2025-01-07,United States,Professional Services,1-5,Direct,DIR_None,14
A02437,2025-01-07,United Kingdom,Professional Services,1-5,Organic Search,ORG_SEO,14
A02206,2025-01-07,United States,Professional Services,1-5,Organic Search,ORG_SEO,14
A08813,2025-01-07,United States,Technology,1-5,Organic Search,ORG_SEO,14
A00578,2025-01-07,United States,Professional Services,1-5,Email,EML_Nurture,14
A09134,2025-01-07,Canada,Professional Services,51-200,Referral,REF_Customer,14
A02846,2025-01-07,United States,Education,6-20,Organic Search,ORG_SEO,14
A06500,2025-01-07,United States,Professional Services,6-20,Paid Social,SOC_Retargeting,14
A02254,2025-01-07,United States,Professional Services,6-20,Organic Search,ORG_SEO,14
A00559,2025-01-07,United Kingdom,Professional Services,201+,Referral,REF_Customer,14
A02928,2025-01-07,Canada,Professional Services,1-5,Direct,DIR_None,14
A00130,2025-01-07,United States,Retail,1-5,Direct,DIR_None,14
A07409,2025-01-08,United Kingdom,Technology,21-50,Referral,REF_Customer,14
A03635,2025-01-08,Canada,Retail,1-5,Partner,PART_Community,14
A02926,2025-01-08,Canada,Technology,6-20,Referral,REF_Customer,14
A04117,2025-01-08,United States,Professional Services,1-5,Organic Search,ORG_SEO,14
A00483,2025-01-08,United States,Retail,1-5,Organic Search,ORG_SEO,14
A08056,2025-01-08,Canada,Home Services,1-5,Organic Search,ORG_SEO,14
A04511,2025-01-08,United States,Technology,6-20,Paid Search,PS_NonBrand,14
A03007,2025-01-08,United States,Education,1-5,Paid Search,PS_NonBrand,14
A07812,2025-01-08,Canada,Technology,21-50,Email,EML_Nurture,14
A04298,2025-01-08,Canada,Professional Services,6-20,Email,EML_Reactivation,14
A04294,2025-01-08,United States,Technology,6-20,Referral,REF_Customer,14
A04368,2025-01-08,Canada,Technology,51-200,Paid Social,SOC_Video,14
A07869,2025-01-08,United Kingdom,Home Services,6-20,Email,EML_Reactivation,14
A08403,2025-01-08,United States,Retail,201+,Organic Search,ORG_SEO,14
A03348,2025-01-08,United States,Retail,6-20,Paid Social,SOC_Video,14
A01280,2025-01-08,Canada,Healthcare,21-50,Paid Social,SOC_Retargeting,14
A00393,2025-01-08,United States,Technology,1-5,Partner,PART_Community,14
A05892,2025-01-08,Australia,Professional Services,201+,Paid Search,PS_Brand,14
A06509,2025-01-08,United States,Professional Services,21-50,Paid Search,PS_NonBrand,14
A03491,2025-01-08,United Kingdom,Retail,21-50,Referral,REF_Customer,14
A11547,2025-01-08,United States,Professional Services,21-50,Organic Search,ORG_SEO,14
A11090,2025-01-08,United States,Technology,21-50,Paid Search,PS_Brand,14
A09736,2025-01-08,United Kingdom,Technology,6-20,Referral,REF_Customer,14
A11166,2025-01-08,Australia,Education,6-20,Paid Search,PS_Competitor,14
A00349,2025-01-08,United States,Home Services,1-5,Email,EML_Reactivation,14
A05158,2025-01-08,Canada,Healthcare,51-200,Direct,DIR_None,14
A02469,2025-01-09,United States,Education,1-5,Paid Search,PS_NonBrand,14
A00659,2025-01-09,Canada,Retail,1-5,Email,EML_Reactivation,14
A00135,2025-01-09,United States,Healthcare,51-200,Direct,DIR_None,14
A11236,2025-01-09,Canada,Professional Services,1-5,Organic Search,ORG_SEO,14
A00274,2025-01-09,United States,Professional Services,6-20,Organic Search,ORG_SEO,14
A05029,2025-01-09,United States,Technology,6-20,Paid Social,SOC_Prospecting,14
A11645,2025-01-09,United Kingdom,Professional Services,6-20,Paid Social,SOC_Retargeting,14
A00773,2025-01-09,United Kingdom,Education,1-5,Referral,REF_Customer,14
A03214,2025-01-09,United States,Home Services,21-50,Referral,REF_Customer,14
A08848,2025-01-09,Canada,Technology,1-5,Referral,REF_Customer,14
A11881,2025-01-09,Australia,Education,6-20,Paid Search,PS_Competitor,14
A04718,2025-01-09,United States,Technology,6-20,Paid Search,PS_Brand,14
A06762,2025-01-09,Canada,Healthcare,21-50,Organic Search,ORG_SEO,14
A04097,2025-01-09,United States,Education,6-20,Paid Search,PS_NonBrand,14
A05510,2025-01-09,Canada,Professional Services,6-20,Organic Search,ORG_SEO,14
A09511,2025-01-09,Canada,Healthcare,21-50,Email,EML_Nurture,14
A09494,2025-01-09,United States,Home Services,21-50,Direct,DIR_None,14
A00698,2025-01-09,Canada,Retail,201+,Partner,PART_Consultants,14
A11767,2025-01-09,United States,Professional Services,6-20,Paid Search,PS_Brand,14
A09677,2025-01-09,Canada,Retail,51-200,Direct,DIR_None,14
A08031,2025-01-09,Canada,Professional Services,1-5,Organic Search,ORG_SEO,14
A08030,2025-01-09,Canada,Technology,1-5,Paid Search,PS_Brand,14
A05653,2025-01-09,Australia,Technology,201+,Organic Search,ORG_SEO,14
A11088,2025-01-09,United Kingdom,Retail,51-200,Partner,PART_Community,14
A04375,2025-01-09,United States,Technology,6-20,Referral,REF_Customer,14
A02464,2025-01-10,United States,Home Services,201+,Paid Search,PS_Brand,14
A02391,2025-01-10,Canada,Education,51-200,Referral,REF_Customer,14
A02030,2025-01-10,United States,Home Services,1-5,Partner,PART_Community,14
A02468,2025-01-10,Canada,Home Services,6-20,Organic Search,ORG_SEO,14
A08173,2025-01-10,Canada,Home Services,1-5,Referral,REF_Customer,14
A00804,2025-01-10,United Kingdom,Retail,6-20,Organic Search,ORG_SEO,14
A11570,2025-01-10,United States,Professional Services,51-200,Organic Search,ORG_SEO,14
A11194,2025-01-10,Australia,Technology,1-5,Paid Social,SOC_Prospecting,14
A04831,2025-01-10,United States,Home Services,201+,Paid Search,PS_Competitor,14
A06273,2025-01-10,United States,Retail,1-5,Organic Search,ORG_SEO,14
A04425,2025-01-10,United Kingdom,Healthcare,6-20,Referral,REF_Customer,14
A08282,2025-01-10,United States,Technology,21-50,Paid Social,SOC_Prospecting,14
A01483,2025-01-10,Australia,Retail,1-5,Paid Search,PS_Brand,14
A08430,2025-01-10,United Kingdom,Professional Services,201+,Organic Search,ORG_SEO,14
A09246,2025-01-10,United Kingdom,Education,21-50,Partner,PART_Consultants,14
A11560,2025-01-10,Canada,Home Services,201+,Paid Search,PS_NonBrand,14
A02964,2025-01-10,United Kingdom,Professional Services,6-20,Email,EML_Reactivation,14
A11723,2025-01-10,United States,Technology,1-5,Paid Search,PS_NonBrand,14
A06683,2025-01-10,United Kingdom,Professional Services,51-200,Organic Search,ORG_SEO,14
A00344,2025-01-10,United States,Retail,201+,Direct,DIR_None,14
A03956,2025-01-10,Canada,Healthcare,21-50,Direct,DIR_None,14
A03538,2025-01-10,United States,Healthcare,6-20,Organic Search,ORG_SEO,14
A08204,2025-01-10,United States,Education,1-5,Direct,DIR_None,14
A11883,2025-01-10,United States,Professional Services,1-5,Organic Search,ORG_SEO,14
A08796,2025-01-10,Canada,Professional Services,1-5,Paid Search,PS_NonBrand,14
A02804,2025-01-11,Canada,Education,21-50,Organic Search,ORG_SEO,14
A04943,2025-01-11,Canada,Professional Services,1-5,Paid Search,PS_NonBrand,14
A03002,2025-01-11,United States,Technology,6-20,Organic Search,ORG_SEO,14
A05357,2025-01-11,Canada,Education,51-200,Paid Social,SOC_Video,14
A00260,2025-01-11,United States,Healthcare,1-5,Partner,PART_Community,14
A09923,2025-01-11,Canada,Retail,6-20,Direct,DIR_None,14
A10803,2025-01-11,Canada,Healthcare,21-50,Paid Search,PS_Competitor,14
A01338,2025-01-11,Canada,Professional Services,51-200,Direct,DIR_None,14
A03272,2025-01-11,Canada,Professional Services,1-5,Partner,PART_Community,14
A09841,2025-01-11,United States,Home Services,201+,Partner,PART_Community,14
A02931,2025-01-11,Canada,Retail,6-20,Paid Search,PS_Brand,14
A04808,2025-01-11,Canada,Retail,21-50,Organic Search,ORG_SEO,14
A06951,2025-01-11,Canada,Technology,21-50,Direct,DIR_None,14
A02395,2025-01-11,Canada,Healthcare,21-50,Partner,PART_Consultants,14
A04406,2025-01-11,United States,Home Services,1-5,Paid Search,PS_Competitor,14
A07414,2025-01-11,Canada,Home Services,1-5,Paid Social,SOC_Prospecting,14
A00827,2025-01-11,Canada,Technology,1-5,Direct,DIR_None,14
A10519,2025-01-11,United States,Retail,21-50,Paid Search,PS_Brand,14
A05942,2025-01-11,Australia,Education,1-5,Organic Search,ORG_SEO,14
A00675,2025-01-11,Canada,Retail,1-5,Paid Search,PS_NonBrand,14
A04995,2025-01-11,United States,Professional Services,1-5,Paid Search,PS_Brand,14
A00822,2025-01-11,Australia,Technology,1-5,Paid Search,PS_Competitor,14
A08761,2025-01-11,Canada,Technology,1-5,Organic Search,ORG_SEO,14
A05916,2025-01-11,United States,Retail,6-20,Paid Search,PS_NonBrand,14
A04947,2025-01-11,Canada,Healthcare,1-5,Direct,DIR_None,14
A09619,2025-01-11,Australia,Technology,6-20,Referral,REF_Customer,14
A06920,2025-01-11,United States,Professional Services,51-200,Paid Social,SOC_Video,14
A03364,2025-01-12,United States,Retail,51-200,Direct,DIR_None,14
A02401,2025-01-12,United Kingdom,Retail,21-50,Organic Search,ORG_SEO,14
A01307,2025-01-12,Canada,Technology,21-50,Email,EML_Nurture,14
A06325,2025-01-12,United States,Retail,1-5,Paid Search,PS_Brand,14
A11689,2025-01-12,Canada,Professional Services,1-5,Email,EML_Nurture,14
A09233,2025-01-12,United Kingdom,Technology,201+,Paid Search,PS_Brand,14
A09068,2025-01-12,United States,Retail,1-5,Organic Search,ORG_SEO,14
A11932,2025-01-12,Canada,Retail,6-20,Paid Social,SOC_Prospecting,14
A03440,2025-01-12,United Kingdom,Professional Services,1-5,Referral,REF_Customer,14
A00234,2025-01-12,Australia,Retail,21-50,Organic Search,ORG_SEO,14
A08864,2025-01-12,United States,Technology,1-5,Organic Search,ORG_SEO,14
A10912,2025-01-12,Canada,Retail,1-5,Paid Search,PS_NonBrand,14
A08669,2025-01-12,United States,Home Services,1-5,Paid Search,PS_Competitor,14
A06969,2025-01-12,Canada,Technology,6-20,Paid Social,SOC_Prospecting,14
A06944,2025-01-12,United States,Home Services,1-5,Paid Social,SOC_Video,14
A08985,2025-01-12,Canada,Technology,1-5,Paid Search,PS_Competitor,14
A04882,2025-01-12,United States,Healthcare,21-50,Organic Search,ORG_SEO,14
A05374,2025-01-12,United States,Home Services,6-20,Paid Social,SOC_Prospecting,14
A02818,2025-01-12,United States,Professional Services,1-5,Email,EML_Reactivation,14
A08781,2025-01-12,Canada,Retail,6-20,Referral,REF_Customer,14
A11379,2025-01-12,Canada,Healthcare,1-5,Paid Search,PS_NonBrand,14
A08846,2025-01-12,United States,Home Services,51-200,Referral,REF_Customer,14
A08854,2025-01-12,United States,Retail,1-5,Referral,REF_Customer,14
A06738,2025-01-12,Canada,Healthcare,21-50,Referral,REF_Customer,14
