touch_id,account_id,touch_date,channel,campaign_id,touch_position,touch_count
T0014044,A07057,2025-07-04,Paid Social,SOC_Retargeting,3,3
T0014045,A07058,2024-02-29,Referral,REF_Customer,1,2
T0014046,A07058,2024-03-24,Paid Search,PS_NonBrand,2,2
T0014047,A07059,2024-12-20,Paid Social,SOC_Retargeting,1,3
T0014048,A07059,2024-12-07,Paid Search,PS_Competitor,2,3
T0014049,A07059,2025-01-04,Paid Search,PS_NonBrand,3,3
T0014050,A07060,2024-09-20,Paid Search,PS_NonBrand,1,1
T0014051,A07061,2024-03-23,Organic Search,ORG_SEO,1,2
T0014052,A07061,2024-04-14,Paid Social,SOC_Prospecting,2,2
T0014053,A07062,2023-12-13,Direct,DIR_None,1,3
T0014054,A07062,2023-12-31,Partner,PART_Consultants,2,3
T0014055,A07062,2024-01-07,Direct,DIR_None,3,3
T0014056,A07063,2024-06-03,Email,EML_Nurture,1,2
T0014057,A07063,2024-06-27,Paid Social,SOC_Retargeting,2,2
T0014058,A07064,2024-02-01,Email,EML_Nurture,1,1
T0014059,A07065,2024-09-03,Paid Search,PS_Brand,1,1
T0014060,A07066,2025-05-30,Referral,REF_Customer,1,1
T0014061,A07067,2025-03-27,Email,EML_Nurture,1,2
T0014062,A07067,2025-03-31,Paid Social,SOC_Prospecting,2,2
T0014063,A07068,2025-08-24,Paid Search,PS_Competitor,1,2
T0014064,A07068,2025-09-02,Partner,PART_Consultants,2,2
T0014065,A07069,2024-09-28,Direct,DIR_None,1,1
T0014066,A07070,2025-02-25,Email,EML_Reactivation,1,3
T0014067,A07070,2025-03-19,Organic Search,ORG_SEO,2,3
T0014068,A07070,2025-03-22,Paid Social,SOC_Retargeting,3,3
T0014069,A07071,2025-01-28,Paid Search,PS_Brand,1,2
T0014070,A07071,2025-02-19,Paid Social,SOC_Prospecting,2,2
T0014071,A07072,2024-04-26,Organic Search,ORG_SEO,1,2
T0014072,A07072,2024-05-18,Email,EML_Reactivation,2,2
T0014073,A07073,2024-07-13,Organic Search,ORG_SEO,1,2
T0014074,A07073,2024-07-17,Email,EML_Nurture,2,2
T0014075,A07074,2024-11-10,Paid Search,PS_Competitor,1,2
T0014076,A07074,2024-12-01,Email,EML_Reactivation,2,2
T0014077,A07075,2025-05-12,Organic Search,ORG_SEO,1,2
T0014078,A07075,2025-05-23,Organic Search,ORG_SEO,2,2
T0014079,A07076,2024-10-14,Paid Social,SOC_Video,1,2
T0014080,A07076,2024-10-22,Organic Search,ORG_SEO,2,2
T0014081,A07077,2024-05-23,Paid Social,SOC_Prospecting,1,1
T0014082,A07078,2025-09-24,Partner,PART_Community,1,1
T0014083,A07079,2024-02-19,Direct,DIR_None,1,2
T0014084,A07079,2024-03-07,Organic Search,ORG_SEO,2,2
T0014085,A07080,2025-09-07,Paid Search,PS_NonBrand,1,1
T0014086,A07081,2025-05-22,Paid Social,SOC_Prospecting,1,3
T0014087,A07081,2025-05-11,Paid Social,SOC_Retargeting,2,3
T0014088,A07081,2025-05-29,Paid Social,SOC_Video,3,3
T0014089,A07082,2025-05-25,Paid Social,SOC_Retargeting,1,2
T0014090,A07082,2025-06-20,Organic Search,ORG_SEO,2,2
T0014091,A07083,2025-05-17,Direct,DIR_None,1,2
T0014092,A07083,2025-05-21,Partner,PART_Community,2,2
T0014093,A07084,2024-05-10,Paid Search,PS_Competitor,1,1
T0014094,A07085,2025-01-31,Direct,DIR_None,1,1
T0014095,A07086,2025-04-26,Paid Search,PS_Competitor,1,1
T0014096,A07087,2025-04-16,Paid Social,SOC_Video,1,1
T0014097,A07088,2024-06-02,Paid Search,PS_Brand,1,3
T0014098,A07088,2024-06-24,Paid Search,PS_Brand,2,3
T0014099,A07088,2024-06-22,Paid Social,SOC_Prospecting,3,3
T0014100,A07089,2024-04-24,Paid Social,SOC_Video,1,4
T0014101,A07089,2024-04-18,Referral,REF_Customer,2,4
T0014102,A07089,2024-04-17,Referral,REF_Customer,3,4
T0014103,A07089,2024-04-22,Paid Search,PS_Competitor,4,4
T0014104,A07090,2024-07-12,Organic Search,ORG_SEO,1,4
T0014105,A07090,2024-07-28,Direct,DIR_None,2,4
T0014106,A07090,2024-07-13,Paid Social,SOC_Retargeting,3,4
T0014107,A07090,2024-08-02,Paid Social,SOC_Video,4,4
T0014108,A07091,2024-10-10,Organic Search,ORG_SEO,1,3
T0014109,A07091,2024-11-02,Paid Social,SOC_Prospecting,2,3
T0014110,A07091,2024-11-03,Direct,DIR_None,3,3
T0014111,A07092,2024-12-05,Referral,REF_Customer,1,2
T0014112,A07092,2024-12-29,Paid Social,SOC_Video,2,2
T0014113,A07093,2025-06-20,Organic Search,ORG_SEO,1,1
T0014114,A07094,2025-04-21,Paid Social,SOC_Retargeting,1,4
T0014115,A07094,2025-04-17,Organic Search,ORG_SEO,2,4
T0014116,A07094,2025-04-11,Direct,DIR_None,3,4
T0014117,A07094,2025-05-03,Referral,REF_Customer,4,4
T0014118,A07095,2025-02-26,Organic Search,ORG_SEO,1,1
T0014119,A07096,2024-06-01,Paid Social,SOC_Prospecting,1,3
T0014120,A07096,2024-05-29,Referral,REF_Customer,2,3
T0014121,A07096,2024-06-19,Paid Social,SOC_Video,3,3
T0014122,A07097,2024-10-17,Paid Social,SOC_Video,1,4
T0014123,A07097,2024-10-19,Email,EML_Nurture,2,4
T0014124,A07097,2024-10-23,Paid Social,SOC_Retargeting,3,4
T0014125,A07097,2024-11-01,Paid Social,SOC_Retargeting,4,4
T0014126,A07098,2024-07-26,Paid Search,PS_Brand,1,3
T0014127,A07098,2024-07-26,Paid Social,SOC_Video,2,3
T0014128,A07098,2024-08-06,Paid Social,SOC_Prospecting,3,3
T0014129,A07099,2024-05-31,Organic Search,ORG_SEO,1,1
T0014130,A07100,2024-01-04,Paid Search,PS_Competitor,1,1
T0014131,A07101,2024-07-26,Direct,DIR_None,1,3
T0014132,A07101,2024-07-22,Paid Social,SOC_Prospecting,2,3
T0014133,A07101,2024-08-11,Organic Search,ORG_SEO,3,3
T0014134,A07102,2024-06-11,Organic Search,ORG_SEO,1,2
T0014135,A07102,2024-06-15,Paid Search,PS_Brand,2,2
T0014136,A07103,2024-12-27,Paid Search,PS_NonBrand,1,2
T0014137,A07103,2024-12-30,Referral,REF_Customer,2,2
T0014138,A07104,2024-01-26,Partner,PART_Community,1,2
T0014139,A07104,2024-01-31,Referral,REF_Customer,2,2
T0014140,A07105,2024-06-07,Partner,PART_Consultants,1,3
T0014141,A07105,2024-06-19,Paid Search,PS_Brand,2,3
T0014142,A07105,2024-06-22,Organic Search,ORG_SEO,3,3
T0014143,A07106,2023-12-27,Paid Search,PS_Brand,1,4
T0014144,A07106,2024-01-07,Paid Social,SOC_Prospecting,2,4
T0014145,A07106,2024-01-24,Paid Search,PS_Competitor,3,4
T0014146,A07106,2024-01-21,Organic Search,ORG_SEO,4,4
T0014147,A07107,2025-02-03,Referral,REF_Customer,1,1
T0014148,A07108,2024-12-23,Organic Search,ORG_SEO,1,2
T0014149,A07108,2024-12-24,Paid Social,SOC_Retargeting,2,2
T0014150,A07109,2024-08-10,Direct,DIR_None,1,1
T0014151,A07110,2024-03-27,Paid Social,SOC_Video,1,3
T0014152,A07110,2024-03-26,Referral,REF_Customer,2,3
T0014153,A07110,2024-04-01,Organic Search,ORG_SEO,3,3
T0014154,A07111,2025-09-09,Organic Search,ORG_SEO,1,1
T0014155,A07112,2025-01-04,Paid Search,PS_Competitor,1,1
T0014156,A07113,2025-02-25,Paid Search,PS_NonBrand,1,3
T0014157,A07113,2025-02-19,Partner,PART_Community,2,3
T0014158,A07113,2025-02-28,Referral,REF_Customer,3,3
T0014159,A07114,2024-11-30,Paid Social,SOC_Retargeting,1,1
T0014160,A07115,2025-05-29,Organic Search,ORG_SEO,1,1
T0014161,A07116,2025-07-26,Paid Search,PS_NonBrand,1,4
T0014162,A07116,2025-07-05,Paid Social,SOC_Prospecting,2,4
T0014163,A07116,2025-07-12,Referral,REF_Customer,3,4
T0014164,A07116,2025-07-31,Organic Search,ORG_SEO,4,4
T0014165,A07117,2024-08-28,Partner,PART_Consultants,1,3
T0014166,A07117,2024-08-25,Direct,DIR_None,2,3
T0014167,A07117,2024-09-07,Referral,REF_Customer,3,3
T0014168,A07118,2025-03-09,Paid Social,SOC_Retargeting,1,4
T0014169,A07118,2025-02-25,Partner,PART_Community,2,4
T0014170,A07118,2025-02-20,Referral,REF_Customer,3,4
T0014171,A07118,2025-03-11,Paid Search,PS_NonBrand,4,4
T0014172,A07119,2024-05-16,Paid Social,SOC_Video,1,3
T0014173,A07119,2024-05-28,Partner,PART_Community,2,3
T0014174,A07119,2024-05-28,Referral,REF_Customer,3,3
T0014175,A07120,2025-01-28,Referral,REF_Customer,1,3
T0014176,A07120,2025-01-24,Referral,REF_Customer,2,3
T0014177,A07120,2025-02-12,Paid Search,PS_NonBrand,3,3
T0014178,A07121,2024-09-13,Paid Search,PS_NonBrand,1,1
T0014179,A07122,2024-01-02,Organic Search,ORG_SEO,1,1
T0014180,A07123,2025-08-27,Organic Search,ORG_SEO,1,2
T0014181,A07123,2025-09-06,Email,EML_Reactivation,2,2
T0014182,A07124,2025-07-07,Paid Social,SOC_Video,1,2
T0014183,A07124,2025-07-10,Organic Search,ORG_SEO,2,2
T0014184,A07125,2024-07-07,Referral,REF_Customer,1,3
T0014185,A07125,2024-06-23,Partner,PART_Community,2,3
T0014186,A07125,2024-07-06,Organic Search,ORG_SEO,3,3
T0014187,A07126,2025-09-24,Organic Search,ORG_SEO,1,4
T0014188,A07126,2025-09-13,Paid Social,SOC_Video,2,4
T0014189,A07126,2025-09-13,Referral,REF_Customer,3,4
T0014190,A07126,2025-09-27,Direct,DIR_None,4,4
T0014191,A07127,2024-07-26,Organic Search,ORG_SEO,1,1
T0014192,A07128,2024-10-15,Direct,DIR_None,1,2
T0014193,A07128,2024-10-23,Paid Search,PS_Competitor,2,2
T0014194,A07129,2025-06-30,Organic Search,ORG_SEO,1,3
T0014195,A07129,2025-06-18,Email,EML_Reactivation,2,3
T0014196,A07129,2025-06-27,Paid Search,PS_Brand,3,3
T0014197,A07130,2024-07-16,Referral,REF_Customer,1,1
T0014198,A07131,2024-10-15,Organic Search,ORG_SEO,1,2
T0014199,A07131,2024-10-16,Paid Search,PS_NonBrand,2,2
T0014200,A07132,2025-02-22,Direct,DIR_None,1,1
T0014201,A07133,2024-03-19,Partner,PART_Community,1,1
T0014202,A07134,2024-09-09,Paid Social,SOC_Prospecting,1,4
T0014203,A07134,2024-09-21,Direct,DIR_None,2,4
T0014204,A07134,2024-09-12,Paid Search,PS_Brand,3,4
T0014205,A07134,2024-09-25,Paid Social,SOC_Prospecting,4,4
T0014206,A07135,2024-07-14,Direct,DIR_None,1,2
T0014207,A07135,2024-07-18,Paid Search,PS_Competitor,2,2
T0014208,A07136,2025-03-02,Partner,PART_Consultants,1,1
T0014209,A07137,2024-03-22,Direct,DIR_None,1,1
T0014210,A07138,2024-05-12,Referral,REF_Customer,1,2
T0014211,A07138,2024-05-27,Direct,DIR_None,2,2
T0014212,A07139,2025-03-26,Organic Search,ORG_SEO,1,1
T0014213,A07140,2024-04-05,Referral,REF_Customer,1,1
T0014214,A07141,2024-09-27,Referral,REF_Customer,1,1
T0014215,A07142,2025-03-25,Paid Social,SOC_Prospecting,1,3
T0014216,A07142,2025-03-01,Paid Search,PS_NonBrand,2,3
T0014217,A07142,2025-03-26,Email,EML_Reactivation,3,3
T0014218,A07143,2025-04-30,Paid Search,PS_Competitor,1,1
T0014219,A07144,2024-02-25,Partner,PART_Consultants,1,1
T0014220,A07145,2025-06-20,Paid Search,PS_Brand,1,2
T0014221,A07145,2025-06-29,Referral,REF_Customer,2,2
T0014222,A07146,2025-04-02,Partner,PART_Consultants,1,3
T0014223,A07146,2025-03-14,Paid Social,SOC_Prospecting,2,3
T0014224,A07146,2025-03-31,Direct,DIR_None,3,3
T0014225,A07147,2024-07-15,Referral,REF_Customer,1,2
T0014226,A07147,2024-08-08,Referral,REF_Customer,2,2
T0014227,A07148,2025-04-29,Direct,DIR_None,1,1
T0014228,A07149,2025-04-05,Paid Search,PS_NonBrand,1,1
T0014229,A07150,2025-01-05,Paid Search,PS_Brand,1,2
T0014230,A07150,2025-01-12,Organic Search,ORG_SEO,2,2
T0014231,A07151,2024-12-01,Paid Social,SOC_Retargeting,1,3
T0014232,A07151,2024-12-18,Organic Search,ORG_SEO,2,3
T0014233,A07151,2024-12-18,Paid Search,PS_NonBrand,3,3
T0014234,A07152,2025-03-22,Direct,DIR_None,1,2
T0014235,A07152,2025-04-11,Direct,DIR_None,2,2
T0014236,A07153,2025-09-29,Paid Social,SOC_Prospecting,1,2
T0014237,A07153,2025-09-29,Organic Search,ORG_SEO,2,2
T0014238,A07154,2024-12-18,Organic Search,ORG_SEO,1,3
T0014239,A07154,2024-12-08,Email,EML_Nurture,2,3
T0014240,A07154,2024-12-31,Referral,REF_Customer,3,3
T0014241,A07155,2025-05-31,Organic Search,ORG_SEO,1,2
T0014242,A07155,2025-05-29,Email,EML_Reactivation,2,2
T0014243,A07156,2025-03-23,Direct,DIR_None,1,4
T0014244,A07156,2025-04-10,Organic Search,ORG_SEO,2,4
T0014245,A07156,2025-03-20,Referral,REF_Customer,3,4
T0014246,A07156,2025-04-17,Direct,DIR_None,4,4
T0014247,A07157,2025-07-01,Organic Search,ORG_SEO,1,3
T0014248,A07157,2025-06-24,Referral,REF_Customer,2,3
T0014249,A07157,2025-07-02,Referral,REF_Customer,3,3
T0014250,A07158,2025-08-13,Organic Search,ORG_SEO,1,2
T0014251,A07158,2025-09-04,Partner,PART_Consultants,2,2
T0014252,A07159,2024-05-02,Referral,REF_Customer,1,2
T0014253,A07159,2024-05-01,Organic Search,ORG_SEO,2,2
T0014254,A07160,2024-04-12,Paid Social,SOC_Retargeting,1,1
T0014255,A07161,2024-12-13,Paid Search,PS_Brand,1,2
T0014256,A07161,2025-01-06,Paid Social,SOC_Retargeting,2,2
T0014257,A07162,2024-10-05,Paid Social,SOC_Retargeting,1,2
T0014258,A07162,2024-10-15,Partner,PART_Community,2,2
T0014259,A07163,2024-12-21,Paid Search,PS_Brand,1,2
T0014260,A07163,2024-12-28,Paid Search,PS_Brand,2,2
T0014261,A07164,2025-05-22,Paid Search,PS_Brand,1,2
T0014262,A07164,2025-05-23,Organic Search,ORG_SEO,2,2
T0014263,A07165,2025-08-22,Referral,REF_Customer,1,1
T0014264,A07166,2024-09-15,Email,EML_Reactivation,1,3
T0014265,A07166,2024-09-05,Partner,PART_Consultants,2,3
T0014266,A07166,2024-09-25,Paid Social,SOC_Prospecting,3,3
T0014267,A07167,2025-03-09,Paid Social,SOC_Prospecting,1,4
T0014268,A07167,2025-03-15,Paid Search,PS_NonBrand,2,4
T0014269,A07167,2025-03-22,Organic Search,ORG_SEO,3,4
T0014270,A07167,2025-03-28,Direct,DIR_None,4,4
T0014271,A07168,2024-04-08,Paid Social,SOC_Video,1,2
T0014272,A07168,2024-05-05,Paid Social,SOC_Prospecting,2,2
T0014273,A07169,2024-11-08,Paid Social,SOC_Prospecting,1,3
T0014274,A07169,2024-11-27,Direct,DIR_None,2,3
T0014275,A07169,2024-12-01,Direct,DIR_None,3,3
T0014276,A07170,2024-01-08,Partner,PART_Community,1,4
T0014277,A07170,2024-01-06,Organic Search,ORG_SEO,2,4
T0014278,A07170,2023-12-26,Paid Search,PS_Competitor,3,4
T0014279,A07170,2024-01-12,Paid Social,SOC_Retargeting,4,4
T0014280,A07171,2024-11-16,Paid Social,SOC_Retargeting,1,2
T0014281,A07171,2024-11-16,Partner,PART_Community,2,2
T0014282,A07172,2024-11-17,Partner,PART_Consultants,1,2
T0014283,A07172,2024-12-09,Partner,PART_Community,2,2
T0014284,A07173,2025-04-06,Paid Search,PS_Competitor,1,2
T0014285,A07173,2025-04-10,Paid Search,PS_Brand,2,2
T0014286,A07174,2025-01-14,Organic Search,ORG_SEO,1,3
T0014287,A07174,2025-01-29,Paid Search,PS_Brand,2,3
T0014288,A07174,2025-02-09,Paid Search,PS_NonBrand,3,3
T0014289,A07175,2024-08-21,Direct,DIR_None,1,1
T0014290,A07176,2023-12-22,Paid Search,PS_Competitor,1,3
T0014291,A07176,2023-12-27,Direct,DIR_None,2,3
T0014292,A07176,2024-01-01,Paid Search,PS_Competitor,3,3
T0014293,A07177,2024-02-13,Referral,REF_Customer,1,2
T0014294,A07177,2024-03-07,Referral,REF_Customer,2,2
T0014295,A07178,2025-08-28,Direct,DIR_None,1,2
T0014296,A07178,2025-09-15,Organic Search,ORG_SEO,2,2
T0014297,A07179,2025-07-21,Paid Social,SOC_Video,1,2
T0014298,A07179,2025-08-16,Partner,PART_Community,2,2
T0014299,A07180,2024-07-17,Referral,REF_Customer,1,3
T0014300,A07180,2024-08-01,Paid Search,PS_Competitor,2,3
T0014301,A07180,2024-07-29,Paid Search,PS_Brand,3,3
T0014302,A07181,2024-06-16,Paid Social,SOC_Prospecting,1,1
T0014303,A07182,2024-09-22,Direct,DIR_None,1,2
T0014304,A07182,2024-10-06,Paid Social,SOC_Video,2,2
T0014305,A07183,2025-03-11,Organic Search,ORG_SEO,1,1
T0014306,A07184,2024-08-19,Paid Search,PS_Competitor,1,2
T0014307,A07184,2024-08-20,Paid Social,SOC_Video,2,2
T0014308,A07185,2024-02-05,Direct,DIR_None,1,1
T0014309,A07186,2024-09-15,Referral,REF_Customer,1,1
T0014310,A07187,2024-05-29,Partner,PART_Community,1,2
T0014311,A07187,2024-06-15,Email,EML_Nurture,2,2
T0014312,A07188,2024-07-29,Partner,PART_Community,1,1
T0014313,A07189,2024-04-11,Referral,REF_Customer,1,1
T0014314,A07190,2025-02-02,Organic Search,ORG_SEO,1,2
T0014315,A07190,2025-02-15,Paid Social,SOC_Retargeting,2,2
T0014316,A07191,2024-11-24,Organic Search,ORG_SEO,1,4
T0014317,A07191,2024-11-27,Email,EML_Reactivation,2,4
T0014318,A07191,2024-11-19,Partner,PART_Community,3,4
T0014319,A07191,2024-11-27,Email,EML_Reactivation,4,4
T0014320,A07192,2024-06-19,Email,EML_Reactivation,1,3
T0014321,A07192,2024-06-03,Partner,PART_Community,2,3
T0014322,A07192,2024-06-25,Paid Social,SOC_Retargeting,3,3
T0014323,A07193,2024-11-26,Direct,DIR_None,1,2
T0014324,A07193,2024-12-17,Paid Search,PS_Competitor,2,2
T0014325,A07194,2024-10-25,Referral,REF_Customer,1,2
T0014326,A07194,2024-11-10,Direct,DIR_None,2,2
T0014327,A07195,2025-05-21,Direct,DIR_None,1,2
T0014328,A07195,2025-05-23,Email,EML_Nurture,2,2
T0014329,A07196,2025-09-01,Referral,REF_Customer,1,3
T0014330,A07196,2025-09-07,Partner,PART_Community,2,3
T0014331,A07196,2025-09-08,Paid Social,SOC_Retargeting,3,3
T0014332,A07197,2024-03-17,Organic Search,ORG_SEO,1,1
T0014333,A07198,2025-07-02,Organic Search,ORG_SEO,1,3
T0014334,A07198,2025-06-27,Direct,DIR_None,2,3
T0014335,A07198,2025-07-21,Referral,REF_Customer,3,3
T0014336,A07199,2025-03-13,Email,EML_Nurture,1,3
T0014337,A07199,2025-02-25,Referral,REF_Customer,2,3
T0014338,A07199,2025-03-21,Partner,PART_Consultants,3,3
T0014339,A07200,2025-03-11,Paid Search,PS_Competitor,1,1
T0014340,A07201,2024-08-24,Organic Search,ORG_SEO,1,3
T0014341,A07201,2024-08-23,Direct,DIR_None,2,3
T0014342,A07201,2024-08-31,Partner,PART_Community,3,3
T0014343,A07202,2024-07-26,Organic Search,ORG_SEO,1,3
T0014344,A07202,2024-08-11,Paid Social,SOC_Prospecting,2,3
T0014345,A07202,2024-08-14,Paid Social,SOC_Video,3,3
T0014346,A07203,2023-12-27,Direct,DIR_None,1,4
T0014347,A07203,2023-12-15,Paid Search,PS_Brand,2,4
T0014348,A07203,2024-01-01,Paid Social,SOC_Video,3,4
T0014349,A07203,2024-01-03,Paid Search,PS_Brand,4,4
T0014350,A07204,2025-08-30,Partner,PART_Consultants,1,2
T0014351,A07204,2025-09-19,Referral,REF_Customer,2,2
T0014352,A07205,2024-12-27,Paid Social,SOC_Retargeting,1,3
T0014353,A07205,2025-01-03,Paid Search,PS_Brand,2,3
T0014354,A07205,2025-01-14,Paid Search,PS_NonBrand,3,3
T0014355,A07206,2024-09-16,Partner,PART_Consultants,1,1
T0014356,A07207,2024-11-18,Paid Social,SOC_Prospecting,1,2
T0014357,A07207,2024-12-09,Organic Search,ORG_SEO,2,2
T0014358,A07208,2024-01-22,Direct,DIR_None,1,1
T0014359,A07209,2024-04-16,Paid Search,PS_NonBrand,1,1
T0014360,A07210,2025-01-19,Paid Social,SOC_Video,1,2
T0014361,A07210,2025-01-26,Email,EML_Nurture,2,2
T0014362,A07211,2024-11-20,Partner,PART_Community,1,1
T0014363,A07212,2025-05-08,Organic Search,ORG_SEO,1,2
T0014364,A07212,2025-05-14,Paid Search,PS_Brand,2,2
T0014365,A07213,2025-02-14,Email,EML_Reactivation,1,1
T0014366,A07214,2024-12-29,Partner,PART_Consultants,1,2
T0014367,A07214,2025-01-11,Paid Social,SOC_Video,2,2
T0014368,A07215,2025-05-21,Organic Search,ORG_SEO,1,3
T0014369,A07215,2025-05-14,Partner,PART_Community,2,3
T0014370,A07215,2025-06-02,Paid Social,SOC_Video,3,3
T0014371,A07216,2024-02-03,Direct,DIR_None,1,1
T0014372,A07217,2025-02-10,Referral,REF_Customer,1,2
T0014373,A07217,2025-03-08,Direct,DIR_None,2,2
T0014374,A07218,2025-03-25,Referral,REF_Customer,1,1
T0014375,A07219,2024-06-14,Paid Search,PS_NonBrand,1,3
T0014376,A07219,2024-06-11,Referral,REF_Customer,2,3
T0014377,A07219,2024-06-27,Email,EML_Reactivation,3,3
T0014378,A07220,2024-05-01,Paid Search,PS_Brand,1,1
T0014379,A07221,2024-05-17,Paid Search,PS_NonBrand,1,1
T0014380,A07222,2024-05-06,Paid Social,SOC_Prospecting,1,2
T0014381,A07222,2024-05-05,Organic Search,ORG_SEO,2,2
T0014382,A07223,2024-11-17,Direct,DIR_None,1,2
T0014383,A07223,2024-11-27,Paid Search,PS_Brand,2,2
T0014384,A07224,2024-03-23,Referral,REF_Customer,1,1
T0014385,A07225,2025-02-15,Paid Search,PS_Brand,1,1
T0014386,A07226,2024-03-01,Paid Social,SOC_Video,1,1
T0014387,A07227,2024-01-13,Organic Search,ORG_SEO,1,2
T0014388,A07227,2024-01-11,Organic Search,ORG_SEO,2,2
T0014389,A07228,2024-07-25,Paid Search,PS_NonBrand,1,1
T0014390,A07229,2024-04-11,Organic Search,ORG_SEO,1,2
T0014391,A07229,2024-05-01,Partner,PART_Community,2,2
T0014392,A07230,2025-09-23,Direct,DIR_None,1,2
T0014393,A07230,2025-09-23,Organic Search,ORG_SEO,2,2
T0014394,A07231,2024-07-17,Direct,DIR_None,1,2
T0014395,A07231,2024-07-14,Referral,REF_Customer,2,2
T0014396,A07232,2024-05-22,Partner,PART_Consultants,1,1
T0014397,A07233,2024-05-01,Partner,PART_Consultants,1,2
T0014398,A07233,2024-05-02,Paid Social,SOC_Prospecting,2,2
T0014399,A07234,2024-09-03,Direct,DIR_None,1,1
T0014400,A07235,2025-01-16,Organic Search,ORG_SEO,1,3
T0014401,A07235,2025-01-15,Direct,DIR_None,2,3
T0014402,A07235,2025-01-14,Email,EML_Reactivation,3,3
T0014403,A07236,2025-05-11,Organic Search,ORG_SEO,1,1
T0014404,A07237,2024-08-26,Referral,REF_Customer,1,1
T0014405,A07238,2025-01-21,Organic Search,ORG_SEO,1,2
T0014406,A07238,2025-01-25,Paid Search,PS_NonBrand,2,2
T0014407,A07239,2024-10-31,Referral,REF_Customer,1,2
T0014408,A07239,2024-11-03,Paid Search,PS_Brand,2,2
T0014409,A07240,2025-06-12,Direct,DIR_None,1,2
T0014410,A07240,2025-06-26,Referral,REF_Customer,2,2
T0014411,A07241,2024-12-28,Referral,REF_Customer,1,1
T0014412,A07242,2024-07-01,Referral,REF_Customer,1,3
T0014413,A07242,2024-07-03,Paid Social,SOC_Retargeting,2,3
T0014414,A07242,2024-07-08,Direct,DIR_None,3,3
T0014415,A07243,2025-03-17,Referral,REF_Customer,1,1
T0014416,A07244,2025-05-24,Paid Search,PS_Brand,1,2
T0014417,A07244,2025-06-08,Partner,PART_Consultants,2,2
T0014418,A07245,2024-10-06,Partner,PART_Consultants,1,2
T0014419,A07245,2024-10-26,Paid Social,SOC_Retargeting,2,2
T0014420,A07246,2025-09-21,Organic Search,ORG_SEO,1,1
T0014421,A07247,2025-07-17,Organic Search,ORG_SEO,1,1
T0014422,A07248,2024-04-08,Referral,REF_Customer,1,2
T0014423,A07248,2024-05-03,Paid Social,SOC_Video,2,2
T0014424,A07249,2025-04-28,Paid Search,PS_Competitor,1,2
T0014425,A07249,2025-05-16,Referral,REF_Customer,2,2
T0014426,A07250,2025-01-14,Organic Search,ORG_SEO,1,1
T0014427,A07251,2024-11-05,Referral,REF_Customer,1,4
T0014428,A07251,2024-11-13,Direct,DIR_None,2,4
T0014429,A07251,2024-11-25,Partner,PART_Community,3,4
T0014430,A07251,2024-12-02,Paid Social,SOC_Retargeting,4,4
T0014431,A07252,2024-11-05,Organic Search,ORG_SEO,1,2
T0014432,A07252,2024-11-21,Paid Search,PS_Brand,2,2
T0014433,A07253,2025-06-28,Paid Social,SOC_Prospecting,1,1
T0014434,A07254,2024-12-27,Paid Search,PS_Competitor,1,2
T0014435,A07254,2025-01-17,Paid Search,PS_Competitor,2,2
T0014436,A07255,2024-11-17,Paid Search,PS_NonBrand,1,4
T0014437,A07255,2024-12-06,Paid Search,PS_NonBrand,2,4
T0014438,A07255,2024-11-25,Paid Search,PS_Competitor,3,4
T0014439,A07255,2024-12-05,Organic Search,ORG_SEO,4,4
T0014440,A07256,2024-01-02,Partner,PART_Consultants,1,2
T0014441,A07256,2024-01-25,Organic Search,ORG_SEO,2,2
T0014442,A07257,2024-09-18,Email,EML_Reactivation,1,3
T0014443,A07257,2024-10-14,Paid Search,PS_Brand,2,3
T0014444,A07257,2024-10-15,Paid Search,PS_Brand,3,3
T0014445,A07258,2025-08-06,Paid Social,SOC_Prospecting,1,1
T0014446,A07259,2025-03-18,Paid Social,SOC_Retargeting,1,2
T0014447,A07259,2025-03-26,Email,EML_Nurture,2,2
T0014448,A07260,2023-12-31,Partner,PART_Consultants,1,3
T0014449,A07260,2024-01-13,Referral,REF_Customer,2,3
T0014450,A07260,2024-01-26,Paid Search,PS_Brand,3,3
T0014451,A07261,2025-06-26,Paid Search,PS_Competitor,1,2
T0014452,A07261,2025-07-19,Paid Social,SOC_Video,2,2
T0014453,A07262,2025-05-25,Paid Social,SOC_Retargeting,1,2
T0014454,A07262,2025-06-10,Paid Social,SOC_Video,2,2
T0014455,A07263,2024-12-09,Referral,REF_Customer,1,1
T0014456,A07264,2024-01-11,Organic Search,ORG_SEO,1,3
T0014457,A07264,2024-01-05,Direct,DIR_None,2,3
T0014458,A07264,2024-01-09,Paid Search,PS_Brand,3,3
T0014459,A07265,2024-12-02,Paid Search,PS_Competitor,1,2
T0014460,A07265,2024-12-22,Organic Search,ORG_SEO,2,2
T0014461,A07266,2024-01-21,Paid Social,SOC_Video,1,2
T0014462,A07266,2024-01-27,Email,EML_Nurture,2,2
T0014463,A07267,2024-07-25,Paid Search,PS_NonBrand,1,2
T0014464,A07267,2024-07-28,Email,EML_Nurture,2,2
T0014465,A07268,2025-01-16,Referral,REF_Customer,1,2
T0014466,A07268,2025-01-28,Paid Social,SOC_Video,2,2
T0014467,A07269,2025-08-02,Partner,PART_Community,1,3
T0014468,A07269,2025-08-11,Paid Search,PS_Brand,2,3
