ticket_id,account_id,created_at,priority,resolution_hours,csat_score
K007529,A06991,2024-04-06,low,7.0,3.9
K007530,A06991,2024-04-09,low,26.4,2.9
K007531,A06993,2025-11-04,low,13.4,3.2
K007532,A06994,2025-03-14,medium,12.5,4.5
K007533,A06995,2025-08-07,high,12.0,4.4
K007534,A06995,2025-06-14,low,2.9,4.4
K007535,A06996,2025-09-17,low,5.5,4.1
K007536,A06997,2025-12-01,low,5.6,4.2
K007537,A06997,2026-02-18,low,2.2,4.4
K007538,A06998,2025-01-27,low,2.0,4.2
K007539,A06998,2026-03-16,medium,6.6,4.2
K007540,A07001,2025-05-21,medium,22.6,4.3
K007541,A07001,2025-05-04,medium,6.1,4.9
K007542,A07002,2026-01-20,low,17.8,4.3
K007543,A07002,2025-08-30,low,0.6,4.5
K007544,A07003,2025-06-04,medium,14.4,3.7
K007545,A07004,2025-02-01,low,4.8,4.5
K007546,A07005,2026-01-16,low,27.9,4.0
K007547,A07007,2025-06-18,medium,5.5,3.8
K007548,A07008,2024-07-14,low,3.2,5.0
K007549,A07010,2025-07-25,low,21.1,4.7
K007550,A07010,2025-04-01,medium,17.7,3.2
K007551,A07011,2025-09-20,medium,11.7,4.3
K007552,A07011,2025-03-07,low,39.4,3.2
K007553,A07012,2026-02-06,low,1.1,4.1
K007554,A07014,2025-07-13,low,18.4,3.3
K007555,A07016,2025-09-30,low,4.6,3.6
K007556,A07017,2025-03-14,low,8.6,4.0
K007557,A07018,2025-07-31,low,32.0,2.5
K007558,A07019,2024-10-19,low,14.8,3.2
K007559,A07020,2025-04-19,high,14.1,3.5
K007560,A07020,2025-03-03,medium,7.8,3.6
K007561,A07022,2025-10-25,medium,19.4,4.4
K007562,A07023,2025-02-27,medium,13.4,3.5
K007563,A07023,2024-09-25,low,2.7,4.5
K007564,A07025,2024-04-23,medium,20.7,3.5
K007565,A07026,2025-03-14,medium,9.8,3.6
K007566,A07027,2025-04-13,low,5.5,4.4
K007567,A07027,2025-10-21,medium,11.4,4.0
K007568,A07027,2025-02-14,low,38.4,3.8
K007569,A07027,2025-03-20,medium,16.1,3.8
K007570,A07030,2026-03-31,low,15.3,4.1
K007571,A07031,2025-08-19,high,2.8,3.4
K007572,A07032,2024-06-24,low,8.3,4.4
K007573,A07032,2024-06-07,low,5.9,4.6
K007574,A07034,2024-04-12,low,6.7,3.8
K007575,A07035,2026-02-06,medium,2.1,4.5
K007576,A07037,2026-02-02,high,7.1,4.0
K007577,A07038,2025-08-04,low,27.6,4.1
K007578,A07038,2025-11-04,high,44.2,3.0
K007579,A07039,2025-09-08,low,12.8,3.9
K007580,A07039,2025-09-22,high,30.6,3.2
K007581,A07040,2025-09-19,high,5.9,3.5
K007582,A07040,2025-10-09,low,8.9,3.9
K007583,A07040,2026-02-23,low,6.7,4.6
K007584,A07041,2025-10-13,low,5.4,4.5
K007585,A07042,2026-02-05,low,21.6,4.2
K007586,A07043,2025-11-21,medium,10.3,4.2
K007587,A07045,2025-12-23,low,15.5,3.4
K007588,A07048,2025-12-31,medium,19.4,3.8
K007589,A07049,2025-07-13,low,6.0,4.0
K007590,A07050,2024-10-27,low,4.2,4.5
K007591,A07050,2025-11-09,high,49.9,1.9
K007592,A07050,2024-12-23,low,3.0,4.4
K007593,A07051,2026-03-14,low,13.5,2.9
K007594,A07054,2025-07-17,low,6.4,4.0
K007595,A07054,2026-03-18,medium,18.7,3.6
K007596,A07056,2025-04-17,low,69.0,2.3
K007597,A07056,2024-11-06,medium,9.9,4.6
K007598,A07056,2025-09-05,low,25.6,3.2
K007599,A07057,2026-03-13,low,1.8,5.0
K007600,A07057,2025-12-30,high,50.2,2.7
K007601,A07057,2025-11-12,low,23.1,3.9
K007602,A07057,2025-07-20,low,6.4,4.4
K007603,A07058,2025-07-02,low,4.9,4.4
K007604,A07060,2025-12-13,low,15.8,3.7
K007605,A07060,2025-05-19,medium,30.5,3.6
K007606,A07061,2024-12-29,low,13.1,4.4
K007607,A07061,2025-01-22,low,20.0,4.3
K007608,A07062,2024-02-10,low,24.5,2.8
K007609,A07062,2024-04-27,high,8.4,3.7
K007610,A07062,2024-05-16,low,11.7,4.1
K007611,A07064,2025-10-22,low,11.5,3.8
K007612,A07064,2025-10-29,high,10.8,4.1
K007613,A07065,2025-08-13,medium,6.9,4.1
K007614,A07068,2026-03-23,low,9.6,3.8
K007615,A07069,2025-05-20,low,10.2,4.2
K007616,A07070,2025-07-28,medium,8.9,3.7
K007617,A07071,2025-04-12,low,6.2,4.2
K007618,A07072,2025-02-26,medium,24.9,4.0
K007619,A07072,2024-10-25,high,6.3,3.5
K007620,A07072,2025-03-01,low,22.6,3.5
K007621,A07073,2024-07-21,low,14.3,4.0
K007622,A07073,2024-09-24,low,3.3,4.6
K007623,A07074,2025-02-16,low,10.7,3.9
K007624,A07074,2024-12-25,medium,23.7,3.8
K007625,A07076,2025-03-24,low,18.6,3.5
K007626,A07077,2024-07-29,low,13.6,3.7
K007627,A07078,2025-11-22,medium,15.8,3.8
K007628,A07083,2025-07-11,low,2.7,4.3
K007629,A07083,2026-02-12,medium,23.8,4.3
K007630,A07085,2026-02-18,low,15.8,3.5
K007631,A07086,2025-09-11,low,9.5,4.3
K007632,A07086,2025-11-19,low,10.4,3.7
K007633,A07087,2025-09-05,medium,16.6,4.0
K007634,A07088,2025-11-19,low,7.1,3.8
K007635,A07088,2026-03-15,low,3.7,4.3
K007636,A07091,2026-02-21,low,17.7,3.4
K007637,A07093,2025-11-11,low,6.7,4.0
K007638,A07095,2025-10-05,low,4.3,2.8
K007639,A07095,2025-04-23,low,11.7,3.4
K007640,A07096,2025-03-20,low,5.7,3.6
K007641,A07096,2025-02-10,medium,14.6,4.8
K007642,A07096,2024-12-18,medium,4.5,3.8
K007643,A07096,2025-06-28,low,12.5,4.6
K007644,A07097,2025-05-23,high,28.9,4.0
K007645,A07098,2024-10-21,low,9.4,3.7
K007646,A07099,2024-09-20,medium,10.6,5.0
K007647,A07100,2024-03-06,medium,2.2,4.2
K007648,A07100,2025-11-08,medium,5.7,4.1
K007649,A07101,2024-12-17,high,4.9,4.8
K007650,A07101,2024-09-15,low,4.7,4.6
K007651,A07102,2025-12-26,medium,8.2,3.9
K007652,A07103,2025-07-13,high,7.6,4.0
K007653,A07104,2024-07-11,low,39.5,3.7
K007654,A07104,2024-07-26,low,36.4,2.8
K007655,A07105,2024-07-04,low,21.8,3.6
K007656,A07105,2024-08-17,medium,1.9,4.9
K007657,A07106,2024-08-23,medium,27.7,3.8
K007658,A07106,2024-06-09,medium,35.5,4.4
K007659,A07106,2025-08-19,low,13.4,3.8
K007660,A07109,2025-10-26,low,2.4,4.8
K007661,A07109,2026-03-10,high,37.7,2.7
K007662,A07110,2025-12-25,high,10.8,3.4
K007663,A07113,2025-10-12,medium,5.6,3.8
K007664,A07114,2025-01-19,high,24.6,2.3
K007665,A07115,2026-01-10,low,1.5,3.4
K007666,A07117,2025-06-01,low,9.9,3.7
K007667,A07117,2024-11-12,medium,45.5,2.9
K007668,A07117,2024-10-31,low,10.5,3.9
K007669,A07118,2025-05-23,low,12.8,4.7
K007670,A07121,2024-11-19,low,30.7,3.9
K007671,A07121,2024-11-13,low,5.7,3.0
K007672,A07122,2024-04-16,medium,34.9,3.4
K007673,A07122,2024-03-23,high,19.8,3.8
K007674,A07122,2024-08-15,medium,11.8,4.0
K007675,A07123,2026-01-24,medium,7.1,4.6
K007676,A07123,2026-03-29,medium,7.2,3.9
K007677,A07123,2026-02-22,low,12.1,3.2
K007678,A07124,2026-02-14,low,14.4,3.8
K007679,A07124,2025-08-28,high,36.7,3.7
K007680,A07126,2025-10-09,medium,17.7,4.3
K007681,A07128,2025-12-21,low,10.0,4.1
K007682,A07128,2025-03-11,medium,4.9,4.9
K007683,A07130,2024-09-25,medium,12.7,4.8
K007684,A07131,2024-12-23,low,11.1,2.9
K007685,A07131,2025-02-16,low,29.5,3.3
K007686,A07131,2025-04-21,low,33.3,4.1
K007687,A07131,2025-05-04,low,8.8,4.0
K007688,A07132,2025-05-16,low,40.9,3.2
K007689,A07136,2026-02-25,medium,23.4,3.4
K007690,A07138,2024-06-16,low,14.2,3.6
K007691,A07138,2024-09-09,low,2.3,4.2
K007692,A07140,2024-08-01,medium,3.7,4.4
K007693,A07140,2025-12-08,low,2.9,2.8
K007694,A07141,2025-07-17,low,12.0,3.6
K007695,A07141,2026-01-24,low,4.7,4.6
K007696,A07142,2026-02-21,low,9.4,4.0
K007697,A07144,2026-01-06,low,9.9,3.3
K007698,A07147,2026-01-26,medium,5.9,4.1
K007699,A07147,2025-12-18,high,50.1,3.7
K007700,A07148,2026-02-15,high,3.4,4.1
K007701,A07148,2026-01-27,low,0.8,4.1
K007702,A07149,2025-10-24,low,13.1,3.8
K007703,A07152,2025-07-01,low,6.4,3.1
K007704,A07152,2025-06-18,low,27.6,3.8
K007705,A07153,2025-10-19,high,7.2,4.0
K007706,A07153,2025-11-12,low,18.1,3.6
K007707,A07153,2025-09-30,low,15.5,3.6
K007708,A07155,2026-02-13,high,8.1,4.1
K007709,A07155,2025-11-18,low,8.1,4.4
K007710,A07158,2026-01-30,medium,2.6,4.5
K007711,A07159,2024-05-30,medium,14.6,4.2
K007712,A07161,2025-03-18,low,6.5,3.6
K007713,A07162,2025-08-19,low,2.0,4.1
K007714,A07162,2025-12-01,low,40.2,3.0
K007715,A07165,2026-03-01,low,7.2,4.4
K007716,A07166,2025-07-06,low,12.9,4.1
K007717,A07167,2025-11-07,high,34.8,3.6
K007718,A07168,2024-12-31,low,0.6,4.5
K007719,A07168,2025-01-25,medium,9.8,4.2
K007720,A07170,2024-02-23,medium,11.6,4.3
K007721,A07172,2025-05-31,high,24.3,2.7
K007722,A07174,2026-01-24,medium,10.9,3.9
K007723,A07174,2025-11-13,medium,25.9,3.2
K007724,A07175,2024-11-04,low,1.8,4.7
K007725,A07176,2024-02-28,low,5.0,3.7
K007726,A07176,2024-02-04,medium,6.4,3.5
K007727,A07178,2025-09-26,low,3.5,4.2
K007728,A07178,2025-11-21,high,11.4,3.8
K007729,A07179,2025-09-14,medium,7.9,4.0
K007730,A07184,2025-06-26,high,53.5,2.7
K007731,A07186,2025-09-26,medium,7.7,3.8
K007732,A07186,2025-07-08,low,18.1,3.4
K007733,A07186,2025-10-02,medium,18.6,4.6
K007734,A07188,2025-06-08,medium,10.2,5.0
K007735,A07190,2025-09-29,low,9.0,5.0
K007736,A07190,2025-08-15,low,0.5,4.4
K007737,A07192,2025-07-05,low,8.3,4.8
K007738,A07192,2025-09-14,low,9.6,3.2
K007739,A07192,2025-09-26,medium,12.5,3.7
K007740,A07195,2025-11-06,medium,3.4,4.6
K007741,A07198,2025-12-09,low,27.9,4.4
K007742,A07199,2026-02-21,medium,7.7,4.8
K007743,A07200,2026-02-12,medium,40.6,4.1
K007744,A07201,2025-09-25,low,5.2,3.5
K007745,A07206,2025-08-07,medium,11.6,4.5
K007746,A07206,2025-08-21,low,8.5,5.0
K007747,A07206,2025-01-21,medium,5.4,4.6
K007748,A07207,2025-09-01,medium,40.0,3.9
K007749,A07208,2025-03-27,medium,7.0,2.9
K007750,A07209,2025-11-13,medium,1.5,3.9
K007751,A07209,2025-12-26,medium,9.6,2.9
K007752,A07209,2025-12-27,medium,5.0,3.5
K007753,A07209,2024-06-22,low,14.7,3.2
K007754,A07210,2026-03-29,medium,8.4,4.4
K007755,A07210,2025-04-20,high,28.3,3.9
K007756,A07215,2025-10-16,medium,29.4,3.3
K007757,A07216,2025-07-02,low,5.7,4.3
K007758,A07216,2024-11-02,low,22.6,2.2
K007759,A07216,2024-11-05,medium,18.0,4.1
K007760,A07217,2025-12-30,low,14.5,4.0
K007761,A07218,2025-09-07,low,3.4,4.2
K007762,A07220,2025-04-09,high,9.8,4.1
K007763,A07220,2024-07-01,low,9.7,3.6
K007764,A07222,2024-12-12,medium,13.4,4.2
K007765,A07222,2025-03-31,medium,3.3,4.3
K007766,A07223,2026-03-29,low,17.1,3.9
K007767,A07223,2026-03-10,low,15.6,4.1
K007768,A07225,2025-03-08,medium,17.7,4.8
K007769,A07226,2025-11-13,low,19.7,3.5
K007770,A07226,2025-09-27,low,3.0,3.5
K007771,A07227,2024-12-22,high,15.1,3.2
K007772,A07228,2025-11-15,high,9.1,3.1
K007773,A07228,2025-03-04,medium,11.0,3.6
K007774,A07230,2025-09-28,low,6.4,3.6
K007775,A07230,2026-01-27,medium,0.5,3.5
K007776,A07231,2024-11-06,low,36.0,2.8
K007777,A07232,2024-05-30,medium,1.1,4.6
K007778,A07232,2024-09-23,high,3.7,4.8
K007779,A07233,2024-11-22,medium,11.2,3.8
K007780,A07235,2025-06-11,low,5.7,4.1
K007781,A07235,2025-09-17,low,8.5,4.4
K007782,A07237,2024-10-10,low,3.4,5.0
K007783,A07239,2025-03-20,low,10.5,5.0
K007784,A07239,2025-10-02,medium,4.9,4.3
K007785,A07240,2025-09-05,low,11.9,4.8
K007786,A07241,2025-11-01,medium,5.1,5.0
K007787,A07242,2025-04-13,low,3.0,4.0
K007788,A07247,2025-10-20,medium,3.7,3.9
K007789,A07247,2025-10-21,medium,22.0,3.4
K007790,A07251,2025-12-23,low,2.1,5.0
K007791,A07253,2026-01-10,low,13.8,4.3
K007792,A07254,2025-12-29,medium,15.4,3.9
K007793,A07254,2025-04-07,high,5.8,3.3
K007794,A07254,2025-08-05,low,5.8,3.9
K007795,A07256,2024-03-12,low,14.8,3.6
K007796,A07256,2025-02-03,low,40.6,3.7
K007797,A07256,2025-05-12,medium,12.0,4.6
K007798,A07261,2025-09-02,medium,3.1,3.3
K007799,A07263,2025-12-05,medium,19.6,3.2
K007800,A07266,2024-09-08,high,5.4,4.0
K007801,A07266,2025-11-11,medium,20.2,3.6
K007802,A07266,2024-06-26,high,8.6,3.3
K007803,A07266,2025-01-01,low,16.7,3.9
K007804,A07267,2025-05-19,high,13.5,4.2
K007805,A07267,2025-11-05,medium,3.0,4.4
K007806,A07268,2025-10-16,high,28.1,2.8
K007807,A07269,2025-09-11,high,25.0,3.8
K007808,A07270,2025-03-01,medium,8.0,4.3
K007809,A07270,2025-01-10,medium,21.6,3.1
K007810,A07270,2025-08-06,medium,20.1,3.6
K007811,A07271,2026-02-03,medium,7.6,4.4
K007812,A07272,2025-10-21,high,24.7,3.4
K007813,A07273,2024-08-06,low,2.5,4.6
K007814,A07274,2024-12-02,medium,1.9,4.7
K007815,A07276,2025-08-19,low,7.2,4.4
K007816,A07277,2025-04-02,low,30.8,2.9
K007817,A07281,2025-06-22,low,6.2,3.7
K007818,A07282,2025-09-15,medium,15.6,4.1
K007819,A07283,2025-03-15,low,10.6,4.1
K007820,A07284,2024-04-10,high,31.5,2.9
K007821,A07287,2026-01-20,medium,0.9,3.8
K007822,A07289,2025-02-04,low,8.6,4.0
K007823,A07289,2025-08-17,high,7.5,3.5
K007824,A07289,2025-10-06,low,2.2,4.8
K007825,A07289,2025-03-09,low,67.2,3.2
K007826,A07290,2024-08-02,medium,12.7,3.3
K007827,A07290,2025-08-14,low,6.2,4.3
K007828,A07290,2024-04-28,low,7.9,3.3
K007829,A07292,2024-09-11,medium,10.0,2.7
K007830,A07292,2024-06-23,low,2.8,3.7
K007831,A07292,2024-08-11,medium,23.4,5.0
K007832,A07294,2024-06-18,low,9.7,3.8
K007833,A07294,2024-08-02,medium,9.5,3.0
K007834,A07295,2025-04-29,medium,4.9,3.7
K007835,A07296,2026-02-15,low,14.7,4.3
K007836,A07296,2026-01-12,medium,8.9,4.2
K007837,A07299,2025-09-03,medium,31.6,4.0
K007838,A07299,2026-01-27,low,7.5,3.1
K007839,A07299,2025-08-13,high,8.0,4.6
K007840,A07302,2025-11-19,high,4.6,4.1
K007841,A07302,2026-02-17,medium,7.9,3.5
K007842,A07303,2025-09-02,low,6.3,3.4
K007843,A07304,2025-06-18,low,6.7,4.5
K007844,A07306,2025-10-08,low,5.4,4.3
K007845,A07306,2026-02-14,medium,4.4,4.2
K007846,A07307,2025-08-03,medium,5.5,3.6
K007847,A07307,2025-12-24,high,37.9,3.5
K007848,A07307,2025-09-05,medium,12.6,4.6
K007849,A07308,2025-09-10,high,9.1,3.3
K007850,A07308,2025-10-07,medium,12.1,4.0
K007851,A07309,2024-07-09,medium,18.9,3.8
K007852,A07309,2024-03-19,medium,0.6,4.4
K007853,A07309,2024-04-14,low,6.7,4.5
K007854,A07311,2025-03-15,low,17.0,3.6
K007855,A07311,2026-03-12,medium,4.4,3.8
K007856,A07312,2025-02-20,low,5.9,4.6
K007857,A07313,2024-11-03,low,12.4,4.2
K007858,A07313,2024-10-22,low,9.9,4.7
K007859,A07313,2025-03-27,high,4.9,4.5
K007860,A07314,2025-03-04,low,20.4,3.2
K007861,A07314,2025-05-15,low,6.7,2.5
K007862,A07314,2025-04-25,low,12.9,3.8
K007863,A07316,2024-06-06,low,6.3,4.1
K007864,A07317,2025-09-03,low,5.2,3.7
K007865,A07317,2026-01-16,medium,9.2,4.4
K007866,A07319,2026-01-02,medium,10.1,4.0
K007867,A07319,2026-01-10,low,14.0,5.0
K007868,A07320,2025-12-12,low,2.7,3.6
K007869,A07322,2025-11-20,low,8.7,4.5
K007870,A07322,2024-11-15,low,21.7,4.6
K007871,A07322,2025-07-19,medium,12.7,4.0
K007872,A07323,2024-12-22,low,6.0,4.0
K007873,A07324,2025-09-09,high,10.4,3.3
K007874,A07325,2026-02-18,high,8.8,4.4
K007875,A07327,2026-02-16,medium,3.6,4.4
K007876,A07327,2026-03-11,medium,10.2,3.9
K007877,A07329,2024-10-14,medium,21.0,3.9
K007878,A07331,2024-07-03,low,13.3,3.8
K007879,A07332,2025-11-17,medium,8.1,3.1
K007880,A07333,2024-10-04,medium,27.7,3.5
K007881,A07333,2024-09-14,medium,10.2,4.8
K007882,A07333,2024-10-07,medium,25.2,3.2
K007883,A07334,2025-03-14,medium,5.4,4.2
K007884,A07334,2025-04-23,low,0.8,3.9
K007885,A07335,2025-04-16,high,41.9,3.1
K007886,A07335,2024-10-26,low,8.6,4.7
K007887,A07336,2026-02-05,medium,15.2,4.4
K007888,A07337,2025-07-25,low,6.2,4.3
K007889,A07338,2025-07-21,medium,11.7,4.0
K007890,A07340,2025-08-11,medium,17.3,3.5
K007891,A07340,2025-09-06,high,2.3,3.7
K007892,A07341,2025-08-31,low,13.3,3.0
K007893,A07342,2025-01-22,low,29.3,3.3
K007894,A07342,2025-09-18,low,11.6,3.5
K007895,A07343,2025-09-30,medium,1.6,3.6
K007896,A07344,2024-02-26,medium,9.5,3.6
K007897,A07344,2025-01-13,low,7.6,4.1
K007898,A07344,2025-09-25,medium,10.9,3.2
K007899,A07344,2024-09-29,medium,7.8,3.8
K007900,A07345,2026-02-12,low,19.6,3.8
K007901,A07345,2025-10-30,low,10.7,4.1
K007902,A07346,2026-02-04,low,20.1,3.3
K007903,A07348,2025-01-21,low,3.4,4.4
K007904,A07348,2025-02-04,low,9.1,3.5
K007905,A07349,2024-12-18,medium,8.7,4.2
K007906,A07350,2025-02-10,low,7.2,4.6
K007907,A07351,2024-01-24,low,6.9,4.3
K007908,A07351,2025-10-25,low,8.2,5.0
K007909,A07352,2024-07-30,low,8.3,3.7
K007910,A07352,2024-05-18,low,14.4,3.8
K007911,A07354,2025-06-19,medium,24.8,4.7
K007912,A07354,2025-04-28,low,17.1,4.0
K007913,A07355,2025-07-11,low,10.9,3.6
K007914,A07357,2025-07-15,low,3.8,5.0
K007915,A07358,2025-06-27,high,11.4,3.3
K007916,A07358,2025-04-24,low,4.1,3.8
K007917,A07358,2025-10-22,low,4.4,3.9
K007918,A07358,2024-06-12,high,10.9,4.0
K007919,A07358,2026-02-14,low,12.5,3.4
K007920,A07359,2025-01-27,low,15.3,3.8
K007921,A07359,2025-10-22,medium,0.5,4.8
K007922,A07359,2025-04-26,medium,15.1,4.3
K007923,A07362,2025-07-20,high,5.7,4.4
K007924,A07362,2025-05-27,low,19.1,3.0
K007925,A07363,2025-08-22,high,15.2,3.1
K007926,A07363,2025-10-17,medium,2.8,3.3
K007927,A07364,2025-08-16,medium,8.9,4.3
K007928,A07365,2025-01-07,medium,3.7,4.0
K007929,A07365,2024-05-31,medium,6.1,4.5
K007930,A07367,2025-12-10,medium,1.3,4.1
K007931,A07367,2024-06-29,low,16.3,3.9
K007932,A07367,2025-04-12,medium,14.8,4.8
K007933,A07371,2024-12-05,low,13.2,4.2
K007934,A07372,2025-12-11,low,43.6,3.1
K007935,A07373,2025-04-09,low,20.3,4.4
K007936,A07376,2024-07-17,low,21.5,3.6
K007937,A07376,2024-06-13,high,17.5,3.6
K007938,A07376,2024-04-10,medium,20.4,3.6
K007939,A07378,2026-03-18,low,10.4,3.8
K007940,A07378,2026-01-16,low,8.2,3.4
K007941,A07378,2025-11-10,low,34.9,3.7
K007942,A07379,2025-06-24,high,20.7,3.6
K007943,A07380,2025-06-20,high,22.4,3.7
K007944,A07380,2024-12-10,medium,5.0,4.9
K007945,A07382,2025-03-04,low,14.4,4.7
K007946,A07383,2025-09-17,high,15.6,3.5
K007947,A07383,2025-09-03,medium,13.4,4.0
K007948,A07385,2024-04-10,low,10.6,4.5
K007949,A07386,2025-06-06,low,6.7,4.9
K007950,A07387,2025-03-09,high,8.5,3.1
K007951,A07387,2025-05-26,medium,12.1,5.0
K007952,A07388,2026-03-31,low,17.5,4.2
K007953,A07388,2025-03-27,medium,11.6,4.1
K007954,A07389,2024-05-23,low,9.7,4.5
K007955,A07390,2024-06-24,medium,19.4,4.4
K007956,A07391,2025-05-20,medium,9.6,3.7
K007957,A07392,2024-03-06,high,37.4,2.8
K007958,A07392,2024-10-05,low,9.3,4.0
K007959,A07393,2025-03-31,low,7.0,4.4
K007960,A07394,2025-08-16,low,13.4,3.4
K007961,A07395,2025-08-28,high,8.8,4.3
K007962,A07395,2025-08-17,medium,14.7,3.4
K007963,A07396,2025-12-19,low,13.9,3.9
K007964,A07398,2024-11-28,medium,4.0,3.4
K007965,A07399,2025-11-22,low,13.1,4.6
K007966,A07400,2025-07-13,low,5.0,3.4
K007967,A07401,2025-02-08,medium,5.7,3.7
K007968,A07401,2024-12-29,low,6.1,5.0
K007969,A07401,2025-02-11,low,23.9,3.3
K007970,A07401,2025-03-27,medium,15.5,3.2
K007971,A07408,2025-03-19,low,3.2,3.9
K007972,A07408,2025-02-22,medium,10.4,4.0
K007973,A07408,2025-02-07,medium,17.7,4.5
K007974,A07410,2025-01-31,high,10.7,4.1
K007975,A07410,2025-05-15,medium,6.7,3.5
K007976,A07410,2024-11-09,medium,1.3,4.1
K007977,A07411,2026-02-14,low,10.4,3.8
K007978,A07411,2026-02-24,low,2.2,4.0
K007979,A07412,2025-10-21,medium,19.8,3.4
K007980,A07412,2025-09-03,low,20.1,3.9
K007981,A07413,2025-02-22,medium,24.7,3.2
K007982,A07414,2025-03-10,low,14.0,4.1
K007983,A07418,2025-08-05,low,10.7,4.3
K007984,A07420,2024-12-23,high,12.5,4.1
K007985,A07421,2024-10-31,medium,6.2,3.4
K007986,A07422,2025-10-31,low,16.3,3.7
K007987,A07424,2025-09-23,low,15.0,4.1
K007988,A07425,2025-08-10,low,27.4,3.5
K007989,A07427,2025-11-20,low,37.1,4.0
K007990,A07428,2025-01-16,medium,8.1,4.5
K007991,A07431,2025-10-15,medium,4.3,3.8
K007992,A07432,2025-09-13,low,4.7,4.7
K007993,A07433,2025-07-25,low,7.4,3.9
K007994,A07434,2025-04-15,low,41.2,3.7
K007995,A07434,2025-02-22,low,14.5,3.8
K007996,A07435,2025-02-11,low,4.9,4.1
K007997,A07435,2024-02-05,low,22.4,4.1
K007998,A07436,2025-01-14,high,9.6,4.6
K007999,A07438,2026-01-17,medium,11.9,4.0
K008000,A07438,2025-03-22,low,3.6,4.8
K008001,A07439,2024-12-02,low,5.9,3.8
K008002,A07439,2024-10-26,low,19.7,5.0
K008003,A07440,2025-11-22,medium,24.6,3.6
K008004,A07440,2025-08-15,medium,5.7,4.3
K008005,A07442,2025-09-26,low,44.4,2.3
K008006,A07443,2025-04-11,medium,7.9,3.7
K008007,A07445,2024-03-04,low,7.3,4.1
K008008,A07446,2025-06-14,medium,6.6,3.6
K008009,A07448,2025-08-18,low,4.7,4.2
K008010,A07448,2025-07-20,low,13.3,3.4
K008011,A07449,2026-01-17,low,4.2,4.3
K008012,A07449,2025-04-26,high,24.8,2.8
K008013,A07450,2026-03-20,low,11.4,3.5
K008014,A07450,2025-08-24,low,1.2,4.9
K008015,A07450,2025-09-29,medium,38.0,3.5
K008016,A07452,2025-01-11,low,10.8,3.2
K008017,A07452,2025-11-08,medium,10.0,3.6
K008018,A07453,2025-12-08,low,5.3,3.7
K008019,A07453,2025-06-29,high,11.6,4.3
K008020,A07457,2025-05-02,low,14.9,3.7
K008021,A07458,2025-12-01,medium,12.4,3.8
K008022,A07459,2024-11-21,low,9.6,4.2
K008023,A07459,2024-08-23,high,32.4,3.6
K008024,A07460,2025-09-24,high,11.4,3.8
K008025,A07461,2025-09-23,medium,29.4,3.6
K008026,A07463,2025-11-13,low,4.5,3.4
K008027,A07465,2025-10-23,low,14.5,3.7
K008028,A07466,2024-01-19,low,8.8,4.1
K008029,A07467,2024-07-06,medium,9.7,3.6
K008030,A07468,2026-01-14,medium,37.4,3.1
K008031,A07469,2025-12-28,medium,19.3,2.5
K008032,A07469,2026-03-15,medium,3.4,4.4
K008033,A07469,2026-01-08,medium,14.1,4.0
K008034,A07470,2025-01-20,low,10.7,2.4
K008035,A07472,2025-07-07,high,23.2,3.7
K008036,A07472,2026-03-25,medium,5.3,4.6
K008037,A07473,2025-09-06,low,10.2,4.8
K008038,A07474,2024-11-22,medium,2.9,4.3
K008039,A07474,2024-11-16,high,14.7,4.4
K008040,A07475,2025-08-04,low,15.2,2.4
K008041,A07475,2025-01-07,medium,8.6,3.6
K008042,A07475,2026-01-20,medium,18.0,3.2
K008043,A07475,2025-12-16,low,6.0,3.6
K008044,A07477,2024-12-19,low,24.5,3.4
K008045,A07478,2024-07-15,low,8.8,5.0
K008046,A07479,2024-11-11,medium,8.9,4.3
K008047,A07480,2025-08-27,medium,11.0,4.7
K008048,A07480,2025-11-09,medium,21.0,4.7
K008049,A07481,2025-05-21,low,9.2,3.2
K008050,A07482,2025-12-26,medium,19.1,3.9
K008051,A07484,2026-03-12,low,6.9,4.5
K008052,A07484,2025-10-29,low,3.1,3.4
K008053,A07485,2026-03-16,low,7.9,3.3
K008054,A07485,2025-01-14,low,4.7,3.2
K008055,A07485,2025-03-10,low,25.0,3.8
K008056,A07486,2026-02-20,low,3.6,4.1
K008057,A07487,2026-03-07,low,10.1,3.3
K008058,A07488,2024-01-21,medium,10.2,3.8
K008059,A07489,2025-03-01,medium,24.2,3.8
K008060,A07491,2025-09-25,medium,25.7,5.0
K008061,A07492,2026-01-07,low,22.1,4.1
K008062,A07492,2025-12-09,low,12.0,3.9
K008063,A07493,2025-06-06,medium,6.5,3.8
K008064,A07493,2025-09-13,low,7.3,3.7
K008065,A07494,2025-08-04,low,3.7,4.5
K008066,A07495,2025-11-13,low,12.5,5.0
K008067,A07496,2025-05-17,medium,10.5,5.0
K008068,A07497,2025-02-26,low,14.0,5.0
K008069,A07497,2025-06-13,low,10.6,3.6
K008070,A07499,2025-04-07,low,17.0,3.3
K008071,A07500,2024-01-24,low,10.7,3.7
K008072,A07500,2024-01-22,medium,27.6,3.3
K008073,A07501,2025-05-29,low,6.5,3.9
K008074,A07501,2025-04-08,medium,3.2,3.7
K008075,A07502,2025-06-10,medium,30.9,4.3
K008076,A07503,2026-03-20,low,12.5,3.8
K008077,A07503,2026-01-26,medium,10.7,4.0
K008078,A07503,2024-08-09,low,3.9,3.7
K008079,A07503,2025-03-26,low,4.3,3.8
